transcript,gene,classification,half-life
NONHSAT007395.2,NONHSAG003375.2,Intergenic,2.793991867
NONHSAT007403.2,NONHSAG003378.2,Intergenic,1.717129818
NONHSAT007429.2,NONHSAG003394.2,Intergenic,2.118910182
NONHSAT007465.2,NONHSAG003414.3,Intergenic,2.022869991
NONHSAT007539.2,NONHSAG003453.2,Intergenic,1.630760015
NONHSAT007540.2,NONHSAG003454.2,Intergenic,6.052719174
NONHSAT007541.2,NONHSAG003455.2,Intergenic,0.952143601
NONHSAT007582.2,NONHSAG003461.2,Intergenic,3.047462918
NONHSAT007586.2,NONHSAG003464.2,Intergenic,8.864725568
NONHSAT007621.2,NONHSAG003478.2,Intergenic,3.504336794
NONHSAT007623.2,NONHSAG003480.2,Intergenic,4.395826186
NONHSAT007628.2,NONHSAG003486.3,Intergenic,1.001253083
NONHSAT007631.2,NONHSAG003485.2,Intergenic,1.004131628
NONHSAT007633.2,NONHSAG003486.3,Intergenic,3.887910118
NONHSAT007636.2,NONHSAG003486.3,Intergenic,1.079965597
NONHSAT007651.2,NONHSAG003501.2,Intergenic,5.287834626
NONHSAT007660.2,NONHSAG003505.3,Intergenic,7.311526349
NONHSAT007662.2,NONHSAG003504.3,Intergenic,1.891383902
NONHSAT007664.2,NONHSAG003504.3,Intergenic,0.781788883
NONHSAT007666.2,NONHSAG003504.3,Intergenic,5.187205677
NONHSAT007667.2,NONHSAG003504.3,Intergenic,1.004033886
NONHSAT007672.2,NONHSAG003504.3,Intergenic,2.424231381
NONHSAT007673.2,NONHSAG003504.3,Intergenic,4.641693324
NONHSAT007676.2,NONHSAG003504.3,Intergenic,1.873515847
NONHSAT007677.2,NONHSAG003504.3,Intergenic,0.768711356
NONHSAT007678.2,NONHSAG003504.3,Intergenic,1.422519005
NONHSAT007682.2,NONHSAG003504.3,Intergenic,10.40224283
NONHSAT007683.2,NONHSAG003504.3,Intergenic,0.841673888
NONHSAT007688.2,NONHSAG003504.3,Intergenic,3.136111666
NONHSAT007690.2,NONHSAG003504.3,Intergenic,6.30718851
NONHSAT007691.2,NONHSAG003504.3,Intergenic,10.06124688
NONHSAT007692.2,NONHSAG003506.2,Intergenic,2.100346269
NONHSAT007693.2,NONHSAG003504.3,Intergenic,6.485272757
NONHSAT007698.2,NONHSAG003504.3,Intergenic,6.724810473
NONHSAT007701.2,NONHSAG003504.3,Intergenic,3.834652584
NONHSAT007706.2,NONHSAG003507.3,Intergenic,5.437296839
NONHSAT007718.2,NONHSAG003512.2,Intergenic,1.658601262
NONHSAT007719.2,NONHSAG003512.2,Intergenic,4.858377556
NONHSAT007722.2,NONHSAG003514.3,Intergenic,2.108180861
NONHSAT007762.2,NONHSAG003540.2,Intergenic,0.756883136
NONHSAT007763.2,NONHSAG003541.2,Intergenic,2.576839917
NONHSAT007764.2,NONHSAG003542.2,Intergenic,2.226233572
NONHSAT007800.2,NONHSAG003561.2,Intergenic,29.70203397
NONHSAT007802.2,NONHSAG003561.2,Intergenic,4.822459583
NONHSAT007803.2,NONHSAG003561.2,Intergenic,21.03916386
NONHSAT007804.2,NONHSAG003561.2,Intergenic,7.801939598
NONHSAT007805.2,NONHSAG003561.2,Intergenic,3.064639883
NONHSAT007806.2,NONHSAG003561.2,Intergenic,2.374680112
NONHSAT007808.2,NONHSAG003561.2,Intergenic,7.708351446
NONHSAT007809.2,NONHSAG003561.2,Intergenic,2.269270962
NONHSAT007810.2,NONHSAG003561.2,Intergenic,2.999720095
NONHSAT007811.2,NONHSAG003561.2,Intergenic,3.725419283
NONHSAT007813.2,NONHSAG003563.3,Intergenic,0.387188145
NONHSAT007869.2,NONHSAG003601.2,Intergenic,4.109013851
NONHSAT008230.2,NONHSAG003613.3,Intergenic,2.972550662
NONHSAT008267.2,NONHSAG003629.2,Intergenic,2.951332752
NONHSAT008268.2,NONHSAG003630.2,Intergenic,4.305118017
NONHSAT008270.2,NONHSAG003630.2,Intergenic,1.830475279
NONHSAT008275.2,NONHSAG003635.2,Intergenic,3.942810184
NONHSAT008276.2,NONHSAG003636.2,Intergenic,2.044397969
NONHSAT008288.2,NONHSAG003645.2,Intergenic,0.926925869
NONHSAT008336.2,NONHSAG003676.2,Intergenic,0.375853073
NONHSAT008338.2,NONHSAG003677.3,Intergenic,0.765600163
NONHSAT008339.2,NONHSAG003677.3,Intergenic,2.053813917
NONHSAT008366.2,NONHSAG003693.2,Intergenic,7.557767104
NONHSAT008376.2,NONHSAG003703.2,Intergenic,1.873173975
NONHSAT008436.2,NONHSAG003739.2,Intergenic,1.245858053
NONHSAT008461.2,NONHSAG003756.3,Intergenic,0.836694515
NONHSAT008463.2,NONHSAG003756.3,Intergenic,5.866684688
NONHSAT008480.2,NONHSAG003772.2,Intergenic,2.669569334
NONHSAT008483.2,NONHSAG059691.2,Intergenic,0.88764771
NONHSAT008506.2,NONHSAG003784.3,Intergenic,0.568427744
NONHSAT008530.2,NONHSAG003803.2,Intergenic,3.448971993
NONHSAT008555.2,NONHSAG003814.2,Intergenic,1.369284425
NONHSAT008565.2,NONHSAG003821.3,Intergenic,10.51906713
NONHSAT008656.2,NONHSAG059768.2,Intergenic,4.742184773
NONHSAT008664.2,NONHSAG059768.2,Intergenic,4.417577711
NONHSAT008689.2,NONHSAG003896.3,Intergenic,6.527881117
NONHSAT008704.2,NONHSAG003903.3,Intergenic,1.734609457
NONHSAT008711.2,NONHSAG003907.2,Intergenic,3.446934432
NONHSAT008712.2,NONHSAG003908.2,Intergenic,2.089566125
NONHSAT008748.2,NONHSAG003926.2,Intergenic,2.799474995
NONHSAT008757.2,NONHSAG003930.3,Intergenic,1.37541112
NONHSAT008763.2,NONHSAG003934.2,Intergenic,2.773878324
NONHSAT008764.2,NONHSAG003935.2,Intergenic,3.439448394
NONHSAT008851.2,NONHSAG003976.3,Intergenic,1.816483162
NONHSAT008854.2,NONHSAG003977.3,Intergenic,3.217878254
NONHSAT008879.2,NONHSAG003991.3,Intergenic,2.963514943
NONHSAT008940.2,NONHSAG004026.3,Intergenic,2.553520549
NONHSAT008989.2,NONHSAG004050.2,Intergenic,5.637613844
NONHSAT009030.2,NONHSAG004072.3,Intergenic,2.704990175
NONHSAT009033.2,NONHSAG004074.3,Intergenic,11.19454287
NONHSAT009165.2,NONHSAG004147.3,Intergenic,2.189382407
NONHSAT009225.2,NONHSAG004165.3,Intergenic,4.115692584
NONHSAT009273.2,NONHSAG004189.2,Intergenic,5.190996265
NONHSAT009281.2,NONHSAG004190.3,Intergenic,1.364382851
NONHSAT009289.2,NONHSAG004197.3,Intergenic,9.665275893
NONHSAT009290.2,NONHSAG004197.3,Intergenic,0.6610306
NONHSAT009298.2,NONHSAG004197.3,Intergenic,2.672200044
NONHSAT009307.2,NONHSAG004207.3,Intergenic,1.227418244
NONHSAT009311.2,NONHSAG004209.3,Intergenic,7.74390528
NONHSAT009353.2,NONHSAG004224.3,Intergenic,1.343590617
NONHSAT009368.2,NONHSAG004230.3,Intergenic,2.04523726
NONHSAT009369.2,NONHSAG004230.3,Intergenic,1.994394618
NONHSAT009385.2,NONHSAG004239.3,Intergenic,1.967576595
NONHSAT009387.2,NONHSAG004239.3,Intergenic,3.602094348
NONHSAT009410.2,NONHSAG004247.3,Intergenic,0.437439092
NONHSAT009520.2,NONHSAG004305.2,Intergenic,1.508736041
NONHSAT009544.2,NONHSAG004317.2,Intergenic,2.080978052
NONHSAT009547.2,NONHSAG004315.3,Intergenic,1.16451469
NONHSAT009549.2,NONHSAG004320.3,Intergenic,4.654207846
NONHSAT009550.2,NONHSAG004315.3,Intergenic,6.432146032
NONHSAT009555.2,NONHSAG004323.3,Intergenic,2.251514808
NONHSAT009556.2,NONHSAG004323.3,Intergenic,2.967481496
NONHSAT009563.2,NONHSAG004327.2,Intergenic,3.918649266
NONHSAT009684.2,NONHSAG004379.2,Intergenic,0.850241855
NONHSAT009753.2,NONHSAG004415.3,Intergenic,2.441831908
NONHSAT009755.2,NONHSAG004415.3,Intergenic,1.516654144
NONHSAT009756.2,NONHSAG004415.3,Intergenic,1.693686072
NONHSAT009759.2,NONHSAG057260.2,Intergenic,1.329911809
NONHSAT009764.2,NONHSAG057260.2,Intergenic,1.404501581
NONHSAT009765.2,NONHSAG057260.2,Intergenic,8.702973236
NONHSAT009776.2,NONHSAG004425.2,Intergenic,5.482694533
NONHSAT009800.2,NONHSAG004437.3,Intergenic,1.779956644
NONHSAT009806.2,NONHSAG004437.3,Intergenic,2.025541449
NONHSAT009817.2,NONHSAG004439.3,Intergenic,5.415702187
NONHSAT009818.2,NONHSAG004439.3,Intergenic,5.097028636
NONHSAT009819.2,NONHSAG004439.3,Intergenic,1.250316189
NONHSAT009844.2,NONHSAG004453.3,Intergenic,2.356829974
NONHSAT009845.2,NONHSAG004453.3,Intergenic,1.501900243
NONHSAT009847.2,NONHSAG004453.3,Intergenic,3.420978054
NONHSAT009848.2,NONHSAG004453.3,Intergenic,1.339102927
NONHSAT009869.2,NONHSAG004466.3,Intergenic,2.451328682
NONHSAT009876.2,NONHSAG004469.3,Intergenic,5.641863627
NONHSAT009949.2,NONHSAG004512.3,Intergenic,3.052945415
NONHSAT009977.2,NONHSAG004522.3,Intergenic,7.667705663
NONHSAT009994.2,NONHSAG004527.2,Intergenic,3.534827399
NONHSAT010001.2,NONHSAG004529.2,Intergenic,1.907955628
NONHSAT010027.2,NONHSAG004544.3,Intergenic,0.673619312
NONHSAT010030.2,NONHSAG004546.2,Intergenic,2.161210378
NONHSAT010074.2,NONHSAG058533.2,Intergenic,2.148462151
NONHSAT010084.2,NONHSAG004567.2,Intergenic,15.36218443
NONHSAT010147.2,NONHSAG004602.3,Intergenic,1.365378425
NONHSAT010167.2,NONHSAG004615.2,Intergenic,1.417680562
NONHSAT010175.2,NONHSAG004619.3,Intergenic,0.326282589
NONHSAT010178.2,NONHSAG004619.3,Intergenic,3.288686673
NONHSAT010179.2,NONHSAG004619.3,Intergenic,0.836325098
NONHSAT010180.2,NONHSAG004619.3,Intergenic,2.316782357
NONHSAT010187.2,NONHSAG004620.3,Intergenic,2.34840277
NONHSAT010242.2,NONHSAG004653.2,Intergenic,2.633927495
NONHSAT010277.2,NONHSAG004672.2,Intergenic,2.007629449
NONHSAT010311.2,NONHSAG004689.2,Intergenic,3.344471989
NONHSAT010319.2,NONHSAG004693.3,Intergenic,1.96622939
NONHSAT010321.2,NONHSAG004693.3,Intergenic,0.912290426
NONHSAT010324.2,NONHSAG004693.3,Intergenic,0.878161255
NONHSAT010326.2,NONHSAG004693.3,Intergenic,2.007427411
NONHSAT010329.2,NONHSAG004693.3,Intergenic,7.662589355
NONHSAT010330.2,NONHSAG004695.3,Intergenic,0.631724027
NONHSAT010331.2,NONHSAG004695.3,Intergenic,0.577588681
NONHSAT010351.2,NONHSAG004710.2,Intergenic,1.923852091
NONHSAT010428.2,NONHSAG004752.2,Intergenic,3.371855503
NONHSAT010429.2,NONHSAG004752.2,Intergenic,5.027097839
NONHSAT010431.2,NONHSAG004753.2,Intergenic,1.397868898
NONHSAT010432.2,NONHSAG004754.2,Intergenic,2.695163581
NONHSAT010436.2,NONHSAG004756.2,Intergenic,8.34820763
NONHSAT010460.2,NONHSAG004770.3,Intergenic,5.38019665
NONHSAT010471.2,NONHSAG004776.2,Intergenic,3.310603774
NONHSAT010485.2,NONHSAG004780.2,Intergenic,1.726692943
NONHSAT010540.2,NONHSAG004805.3,Intergenic,0.25315062
NONHSAT010542.2,NONHSAG004805.3,Intergenic,1.01267597
NONHSAT010556.2,NONHSAG004815.3,Intergenic,2.064092025
NONHSAT010583.2,NONHSAG004828.3,Intergenic,2.551458399
NONHSAT010592.2,NONHSAG004828.3,Intergenic,3.544807844
NONHSAT010594.2,NONHSAG004828.3,Intergenic,3.676776066
NONHSAT010639.2,NONHSAG004857.2,Intergenic,4.653908609
NONHSAT010691.2,NONHSAG004884.2,Intergenic,7.900195735
NONHSAT010716.2,NONHSAG004899.2,Intergenic,3.204325695
NONHSAT010722.2,NONHSAG004902.3,Intergenic,2.836560495
NONHSAT010723.2,NONHSAG004902.3,Intergenic,1.991629361
NONHSAT010731.2,NONHSAG004902.3,Intergenic,3.793657215
NONHSAT010740.2,NONHSAG004902.3,Intergenic,2.531918648
NONHSAT010758.2,NONHSAG057387.2,Intergenic,4.083383171
NONHSAT010771.2,NONHSAG004922.3,Intergenic,4.050865693
NONHSAT010772.2,NONHSAG004922.3,Intergenic,1.80452038
NONHSAT010773.2,NONHSAG004922.3,Intergenic,4.178799268
NONHSAT010775.2,NONHSAG004923.2,Intergenic,2.785109773
NONHSAT010999.2,NONHSAG005016.3,Intergenic,24.04837355
NONHSAT011099.2,NONHSAG061061.2,Intergenic,7.34145237
NONHSAT011101.2,NONHSAG061061.2,Intergenic,1.114586394
NONHSAT011111.2,NONHSAG005073.3,Intergenic,1.120664102
NONHSAT011144.2,NONHSAG005091.2,Intergenic,8.691460022
NONHSAT011163.2,NONHSAG061075.2,Intergenic,1.130542361
NONHSAT011164.2,NONHSAG061075.2,Intergenic,2.44583384
NONHSAT011165.2,NONHSAG005104.2,Intergenic,0.896179664
NONHSAT011224.2,NONHSAG005142.2,Intergenic,5.112305343
NONHSAT011227.2,NONHSAG005145.3,Intergenic,0.652127884
NONHSAT011228.2,NONHSAG005145.3,Intergenic,0.388616115
NONHSAT011229.2,NONHSAG005145.3,Intergenic,2.481009392
NONHSAT011232.2,NONHSAG005145.3,Intergenic,1.006650172
NONHSAT011233.2,NONHSAG005145.3,Intergenic,1.280319362
NONHSAT011255.2,NONHSAG005150.3,Intergenic,5.235842204
NONHSAT011256.2,NONHSAG005151.3,Intergenic,2.11021673
NONHSAT011257.2,NONHSAG005151.3,Intergenic,2.802719299
NONHSAT011259.2,NONHSAG005153.3,Intergenic,0.927096823
NONHSAT011260.2,NONHSAG005153.3,Intergenic,27.91457007
NONHSAT011262.2,NONHSAG005153.3,Intergenic,1.282508121
NONHSAT011311.2,NONHSAG005178.3,Intergenic,6.823903006
NONHSAT011498.2,NONHSAG005269.2,Intergenic,1.298583138
NONHSAT011499.2,NONHSAG005269.2,Intergenic,3.193806242
NONHSAT011501.2,NONHSAG005269.2,Intergenic,4.112442865
NONHSAT011556.2,NONHSAG005291.3,Intergenic,10.50438359
NONHSAT011699.2,NONHSAG005369.3,Intergenic,2.407485398
NONHSAT011703.2,NONHSAG005371.3,Intergenic,7.283399959
NONHSAT011708.2,NONHSAG005375.3,Intergenic,4.96810061
NONHSAT011749.2,NONHSAG005392.2,Intergenic,1.953540048
NONHSAT011798.2,NONHSAG005420.2,Intergenic,2.404863045
NONHSAT011856.2,NONHSAG005448.2,Intergenic,12.10115592
NONHSAT011866.2,NONHSAG005455.2,Intergenic,3.245084083
NONHSAT011867.2,NONHSAG005455.2,Intergenic,0.55934739
NONHSAT011868.2,NONHSAG005455.2,Intergenic,1.814245039
NONHSAT011869.2,NONHSAG005455.2,Intergenic,1.181800682
NONHSAT011870.2,NONHSAG005455.2,Intergenic,2.121878939
NONHSAT011871.2,NONHSAG005455.2,Intergenic,3.516579854
NONHSAT011897.2,NONHSAG005462.3,Intergenic,3.228871208
NONHSAT012532.2,NONHSAG005502.2,Intergenic,5.248224724
NONHSAT012533.2,NONHSAG005503.2,Intergenic,3.012841747
NONHSAT012566.2,NONHSAG005523.2,Intergenic,7.85527402
NONHSAT012611.2,NONHSAG005548.3,Intergenic,2.169574288
NONHSAT012667.2,NONHSAG005579.3,Intergenic,1.61823229
NONHSAT012668.2,NONHSAG005579.3,Intergenic,10.75603491
NONHSAT012704.2,NONHSAG005603.3,Intergenic,4.532554665
NONHSAT012761.2,NONHSAG005628.2,Intergenic,2.908476641
NONHSAT012762.2,NONHSAG005629.2,Intergenic,1.441966329
NONHSAT012765.2,NONHSAG005631.2,Intergenic,0.484308672
NONHSAT012768.2,NONHSAG005629.2,Intergenic,1.417491173
NONHSAT012769.2,NONHSAG005629.2,Intergenic,3.918871776
NONHSAT012770.2,NONHSAG005629.2,Intergenic,1.241365571
NONHSAT012773.2,NONHSAG005633.2,Intergenic,3.776247513
NONHSAT012774.2,NONHSAG005634.2,Intergenic,1.123124898
NONHSAT012775.2,NONHSAG005634.2,Intergenic,8.27143199
NONHSAT012776.2,NONHSAG005634.2,Intergenic,2.567206025
NONHSAT012779.2,NONHSAG005634.2,Intergenic,6.015280112
NONHSAT012785.2,NONHSAG005639.2,Intergenic,3.315292572
NONHSAT012819.2,NONHSAG005653.2,Intergenic,3.910382488
NONHSAT012821.2,NONHSAG005654.2,Intergenic,6.223927632
NONHSAT012824.2,NONHSAG005654.2,Intergenic,9.344095561
NONHSAT012874.2,NONHSAG005687.3,Intergenic,1.994806359
NONHSAT012887.2,NONHSAG005688.3,Intergenic,1.317997179
NONHSAT012888.2,NONHSAG005688.3,Intergenic,0.663155089
NONHSAT012889.2,NONHSAG005688.3,Intergenic,0.923820083
NONHSAT012891.2,NONHSAG005688.3,Intergenic,1.083572288
NONHSAT012892.2,NONHSAG005688.3,Intergenic,5.578667108
NONHSAT012893.2,NONHSAG005688.3,Intergenic,4.832335316
NONHSAT012895.2,NONHSAG005688.3,Intergenic,2.269935574
NONHSAT012897.2,NONHSAG005688.3,Intergenic,1.36839132
NONHSAT012898.2,NONHSAG005688.3,Intergenic,3.876120113
NONHSAT012900.2,NONHSAG005688.3,Intergenic,3.656464971
NONHSAT012901.2,NONHSAG005688.3,Intergenic,3.028443284
NONHSAT012902.2,NONHSAG005688.3,Intergenic,3.744107152
NONHSAT012950.2,NONHSAG005706.2,Intergenic,4.781571679
NONHSAT012962.2,NONHSAG005711.3,Intergenic,3.620541682
NONHSAT012980.2,NONHSAG005724.2,Intergenic,1.328062008
NONHSAT013049.2,NONHSAG061250.2,Intergenic,2.759778988
NONHSAT013115.2,NONHSAG005777.2,Intergenic,2.84636468
NONHSAT013118.2,NONHSAG005780.3,Intergenic,3.47204568
NONHSAT013130.2,NONHSAG005786.2,Intergenic,0.960467099
NONHSAT013132.2,NONHSAG005788.2,Intergenic,2.452036193
NONHSAT013138.2,NONHSAG005792.2,Intergenic,37.78809766
NONHSAT013144.2,NONHSAG005794.2,Intergenic,7.604649185
NONHSAT013156.2,NONHSAG005797.2,Intergenic,2.170849178
NONHSAT013158.2,NONHSAG005798.2,Intergenic,1.032428812
NONHSAT013167.2,NONHSAG060473.1,Intergenic,11.22302725
NONHSAT013170.2,NONHSAG005796.2,Intergenic,4.574430088
NONHSAT013176.2,NONHSAG061258.1,Intergenic,0.897057368
NONHSAT013178.2,NONHSAG005804.2,Intergenic,0.570920866
NONHSAT013195.2,NONHSAG005812.2,Intergenic,1.989360325
NONHSAT013210.2,NONHSAG005786.2,Intergenic,2.196418346
NONHSAT013216.2,NONHSAG005823.2,Intergenic,4.648925067
NONHSAT013242.2,NONHSAG005833.2,Intergenic,3.661302946
NONHSAT013243.2,NONHSAG005833.2,Intergenic,1.44903283
NONHSAT013246.2,NONHSAG005833.2,Intergenic,1.469630594
NONHSAT013256.2,NONHSAG005838.3,Intergenic,5.547733497
NONHSAT013306.2,NONHSAG005868.2,Intergenic,2.938090836
NONHSAT013371.2,NONHSAG005894.3,Intergenic,6.33572277
NONHSAT013388.2,NONHSAG005903.3,Intergenic,3.343524476
NONHSAT013426.2,NONHSAG005923.3,Intergenic,7.469003399
NONHSAT013427.2,NONHSAG005923.3,Intergenic,2.604305841
NONHSAT013489.2,NONHSAG005952.2,Intergenic,3.391063479
NONHSAT013556.2,NONHSAG005992.3,Intergenic,1.705098361
NONHSAT013620.2,NONHSAG006024.2,Intergenic,2.7850544
NONHSAT013636.2,NONHSAG006038.3,Intergenic,1.994256215
NONHSAT013639.2,NONHSAG006038.3,Intergenic,7.400828515
NONHSAT013641.2,NONHSAG006038.3,Intergenic,1.962236414
NONHSAT013647.2,NONHSAG006038.3,Intergenic,1.403464318
NONHSAT013650.2,NONHSAG006038.3,Intergenic,1.781317084
NONHSAT013652.2,NONHSAG006038.3,Intergenic,0.52281213
NONHSAT013653.2,NONHSAG006038.3,Intergenic,4.893765614
NONHSAT013729.2,NONHSAG006087.2,Intergenic,2.271911517
NONHSAT013805.2,NONHSAG006116.2,Intergenic,2.2249866
NONHSAT013833.2,NONHSAG006131.2,Intergenic,0.401362473
NONHSAT013905.2,NONHSAG006164.2,Intergenic,3.6726413
NONHSAT013918.2,NONHSAG006175.2,Intergenic,2.536197071
NONHSAT013934.2,NONHSAG006184.2,Intergenic,1.440733252
NONHSAT013940.2,NONHSAG006189.2,Intergenic,2.681265502
NONHSAT013999.2,NONHSAG006215.3,Intergenic,3.644558441
NONHSAT014001.2,NONHSAG006215.3,Intergenic,1.265319214
NONHSAT014003.2,NONHSAG006217.2,Intergenic,2.321855491
NONHSAT014004.2,NONHSAG006217.2,Intergenic,2.271667969
NONHSAT014008.2,NONHSAG006219.3,Intergenic,3.893593377
NONHSAT014023.2,NONHSAG006222.3,Intergenic,2.732433503
NONHSAT015043.2,NONHSAG006301.3,Intergenic,2.282104537
NONHSAT015044.2,NONHSAG006301.3,Intergenic,2.650923969
NONHSAT015087.2,NONHSAG062227.2,Intergenic,1.848948641
NONHSAT015088.2,NONHSAG062227.2,Intergenic,1.183685186
NONHSAT015092.2,NONHSAG062227.2,Intergenic,3.437083953
NONHSAT015141.2,NONHSAG006339.2,Intergenic,1.82486976
NONHSAT015179.2,NONHSAG006341.3,Intergenic,1.460000797
NONHSAT015184.2,NONHSAG006341.3,Intergenic,3.979056108
NONHSAT015185.2,NONHSAG006341.3,Intergenic,1.694715242
NONHSAT015191.2,NONHSAG006341.3,Intergenic,1.084409433
NONHSAT015194.2,NONHSAG060627.2,Intergenic,2.28095351
NONHSAT015206.2,NONHSAG006348.2,Intergenic,0.514523699
NONHSAT015237.2,NONHSAG006362.2,Intergenic,4.512216379
NONHSAT015238.2,NONHSAG006362.2,Intergenic,4.459548509
NONHSAT015240.2,NONHSAG006364.2,Intergenic,3.956505844
NONHSAT015261.2,NONHSAG061404.2,Intergenic,1.351331404
NONHSAT015263.2,NONHSAG061404.2,Intergenic,1.119484385
NONHSAT015325.2,NONHSAG006398.2,Intergenic,4.387118575
NONHSAT015326.2,NONHSAG006398.2,Intergenic,3.819251103
NONHSAT015374.2,NONHSAG062282.2,Intergenic,1.588168249
NONHSAT015375.2,NONHSAG062282.2,Intergenic,2.328415615
NONHSAT015379.2,NONHSAG006421.3,Intergenic,4.464265013
NONHSAT015400.2,NONHSAG006436.2,Intergenic,9.725781979
NONHSAT015403.2,NONHSAG061429.2,Intergenic,3.687901837
NONHSAT015407.2,NONHSAG061429.2,Intergenic,0.847189434
NONHSAT015408.2,NONHSAG061429.2,Intergenic,5.803811674
NONHSAT015409.2,NONHSAG061429.2,Intergenic,6.409241925
NONHSAT015410.2,NONHSAG061429.2,Intergenic,6.901625341
NONHSAT015411.2,NONHSAG061429.2,Intergenic,2.67366268
NONHSAT015412.2,NONHSAG061429.2,Intergenic,4.067545565
NONHSAT015414.2,NONHSAG061429.2,Intergenic,4.056507457
NONHSAT015415.2,NONHSAG061429.2,Intergenic,0.796226914
NONHSAT015418.2,NONHSAG061429.2,Intergenic,1.272504015
NONHSAT015421.2,NONHSAG006438.3,Intergenic,2.560470536
NONHSAT015423.2,NONHSAG006438.3,Intergenic,2.141802141
NONHSAT015426.2,NONHSAG006438.3,Intergenic,2.451724298
NONHSAT015447.2,NONHSAG006447.2,Intergenic,2.580018053
NONHSAT015451.2,NONHSAG006449.2,Intergenic,1.479157668
NONHSAT015455.2,NONHSAG006453.2,Intergenic,1.331083335
NONHSAT015483.2,NONHSAG006474.2,Intergenic,2.345982367
NONHSAT015495.2,NONHSAG006479.2,Intergenic,3.586704486
NONHSAT015523.2,NONHSAG006486.3,Intergenic,1.543249958
NONHSAT015525.2,NONHSAG061437.2,Intergenic,2.73510011
NONHSAT015528.2,NONHSAG061437.2,Intergenic,2.068693802
NONHSAT015671.2,NONHSAG006537.2,Intergenic,1.447916339
NONHSAT015702.2,NONHSAG006556.2,Intergenic,5.142606962
NONHSAT015736.2,NONHSAG006570.2,Intergenic,3.083379397
NONHSAT015751.2,NONHSAG006580.2,Intergenic,2.342326155
NONHSAT015843.2,NONHSAG006619.2,Intergenic,5.297461536
NONHSAT015863.2,NONHSAG006633.2,Intergenic,3.178249554
NONHSAT015885.2,NONHSAG006641.2,Intergenic,2.613866343
NONHSAT015887.2,NONHSAG006642.2,Intergenic,6.851613228
NONHSAT015960.2,NONHSAG006678.3,Intergenic,3.153994687
NONHSAT015961.2,NONHSAG006678.3,Intergenic,1.698127685
NONHSAT015962.2,NONHSAG006678.3,Intergenic,1.06372163
NONHSAT015964.2,NONHSAG006678.3,Intergenic,1.10430841
NONHSAT015965.2,NONHSAG006678.3,Intergenic,0.351722072
NONHSAT015969.2,NONHSAG006678.3,Intergenic,5.772060611
NONHSAT015970.2,NONHSAG006678.3,Intergenic,0.866688577
NONHSAT015982.2,NONHSAG006686.3,Intergenic,2.188881544
NONHSAT015987.2,NONHSAG006690.2,Intergenic,3.53564169
NONHSAT016068.2,NONHSAG006731.2,Intergenic,2.030555308
NONHSAT016084.2,NONHSAG006739.2,Intergenic,2.661318218
NONHSAT016094.2,NONHSAG006746.3,Intergenic,4.349816246
NONHSAT016130.2,NONHSAG006756.3,Intergenic,2.92346463
NONHSAT016151.2,NONHSAG006765.2,Intergenic,4.534239128
NONHSAT016164.2,NONHSAG006772.2,Intergenic,6.473844683
NONHSAT016166.2,NONHSAG006773.2,Intergenic,1.614991166
NONHSAT016216.2,NONHSAG006787.3,Intergenic,2.882256166
NONHSAT016217.2,NONHSAG006787.3,Intergenic,3.919464622
NONHSAT016218.2,NONHSAG006787.3,Intergenic,3.905422172
NONHSAT016230.2,NONHSAG006793.2,Intergenic,6.393707035
NONHSAT016323.2,NONHSAG006840.2,Intergenic,2.822104191
NONHSAT016362.2,NONHSAG006865.3,Intergenic,2.510850805
NONHSAT016378.2,NONHSAG006873.3,Intergenic,3.29638114
NONHSAT016379.2,NONHSAG006873.3,Intergenic,2.665227055
NONHSAT016380.2,NONHSAG006873.3,Intergenic,1.407781176
NONHSAT016395.2,NONHSAG006883.2,Intergenic,3.708191294
NONHSAT016408.2,NONHSAG006890.2,Intergenic,34.76600372
NONHSAT016411.2,NONHSAG006890.2,Intergenic,2.792345504
NONHSAT016413.2,NONHSAG006891.2,Intergenic,1.050773631
NONHSAT016416.2,NONHSAG006894.3,Intergenic,8.303671708
NONHSAT016443.2,NONHSAG006910.2,Intergenic,2.769902403
NONHSAT016464.2,NONHSAG006925.2,Intergenic,4.995352777
NONHSAT016552.2,NONHSAG006966.3,Intergenic,7.988305144
