miRNA,have_motif,have_mean,no_motif,no_mean,D,p,fdr
hsa-miR-1264,122,6.497128043,23769,6.382732991,0.05284711,0.88690973,1
hsa-miR-1265,422,6.030688929,23469,6.389657819,0.052832122,0.197501725,1
hsa-miR-126-5p,4,5.490436842,23887,6.383466669,0,1,1
hsa-miR-1266-3p,921,5.873940461,22970,6.403741006,0.037948994,0.156018864,1
hsa-miR-1266-5p,2644,5.858128572,21247,6.448672196,0.03886358,0.001645306,1
hsa-miR-1267,102,6.592514034,23789,6.38242018,0.120636577,0.104020438,1
hsa-miR-1268a,961,6.290415442,22930,6.387210678,0.020015675,0.853681846,1
hsa-miR-1268b,1008,6.299154887,22883,6.387024514,0.021507657,0.763169185,1
hsa-miR-1269a,830,5.911381536,23061,6.400302823,0.027221675,0.592784833,1
hsa-miR-1269b,775,5.768854263,23116,6.40391798,0.044690956,0.100024501,1
hsa-miR-1270,603,5.911653481,23288,6.395530017,0.036363186,0.4186386,1
hsa-miR-1271-3p,1802,6.42437658,22089,6.379967562,0.03790166,0.016678615,1
hsa-miR-1271-5p,372,5.588007949,23519,6.395896557,0.052830884,0.258393405,1
hsa-miR-1272,381,5.762642371,23510,6.393375727,0.083862901,0.010249525,1
hsa-miR-1273c,94,5.367291957,23797,6.387330531,0.090485659,0.427340825,1
hsa-miR-1273h-3p,866,6.084459792,23025,6.394557564,0.022856068,0.775884707,1
hsa-miR-1273h-5p,4282,6.206253696,19609,6.421982343,0.016300804,0.307824692,1
hsa-miR-127-3p,222,6.557115161,23669,6.381687039,0.032423526,0.974891604,1
hsa-miR-1275,2746,5.970516974,21145,6.436925537,0.036870621,0.002699272,1
hsa-miR-127-5p,680,6.463596982,23211,6.380965238,0.046342822,0.11709925,1
hsa-miR-1276,305,5.74739826,23586,6.391540474,0.081693364,0.035939866,1
hsa-miR-1277-3p,5,9.069248069,23886,6.382754913,0,1,1
hsa-miR-1277-5p,85,6.948471387,23806,6.381299253,0.079209394,0.662616065,1
hsa-miR-1278,59,7.54099435,23832,6.380451134,0.089903335,0.728294415,1
hsa-miR-1279,4,13.93247936,23887,6.382053006,0,1,1
hsa-miR-1281,512,6.107090842,23379,6.389366507,0.040284717,0.390365217,1
hsa-miR-128-1-5p,1056,5.84003765,22835,6.408441004,0.051762064,0.00895593,1
hsa-miR-1282,55,6.966559306,23836,6.381971359,0.055694976,0.995676428,1
hsa-miR-128-2-5p,1047,5.878285031,22844,6.406464089,0.053187041,0.006936965,1
hsa-miR-1283,161,5.99039931,23730,6.385982966,0.087282655,0.17480727,1
hsa-miR-128-3p,921,5.925685096,22970,6.401666265,0.037096019,0.174713596,1
hsa-miR-1284,133,6.254014129,23758,6.384041005,0.077438735,0.405873168,1
hsa-miR-1285-3p,2335,6.298207258,21556,6.392536469,0.014538518,0.764726721,1
hsa-miR-1285-5p,333,6.474933925,23558,6.382022119,0.040224408,0.662752977,1
hsa-miR-1286,885,5.633380294,23006,6.412165892,0.04990705,0.028664055,1
hsa-miR-1287-3p,422,6.306633118,23469,6.384696021,0.040872915,0.492766438,1
hsa-miR-1287-5p,551,5.754110423,23340,6.398171176,0.052735075,0.100163921,1
hsa-miR-1288-3p,784,6.090527644,23107,6.39325124,0.033811646,0.351301125,1
hsa-miR-1288-5p,405,5.878507309,23486,6.392022252,0.045406089,0.384501318,1
hsa-miR-1290,44,7.058963685,23847,6.38207052,0.101878643,0.752082119,1
hsa-miR-1291,2864,5.907090603,21027,6.448181985,0.039035539,0.000922233,1
hsa-miR-129-1-3p,243,5.340384982,23648,6.394034021,0.080871646,0.086022088,1
hsa-miR-129-2-3p,299,5.315421676,23592,6.396851433,0.080317743,0.044323228,1
hsa-miR-1292-3p,431,5.998333699,23460,6.390389951,0.026000815,0.937165311,1
hsa-miR-1292-5p,550,5.758866776,23341,6.398031505,0.053832624,0.088805997,1
hsa-miR-1293,1233,5.734922298,22658,6.418601416,0.046254447,0.013426735,1
hsa-miR-1294,532,6.185840635,23359,6.387814669,0.03509692,0.543408814,1
hsa-miR-1295a,125,5.910347387,23766,6.385804791,0.070805352,0.561227748,1
hsa-miR-1295b-3p,344,6.578262025,23547,6.380469187,0.045882258,0.473191637,1
hsa-miR-1295b-5p,1041,5.865222878,22850,6.406920484,0.043135136,0.04919688,1
hsa-miR-129-5p,129,6.859227471,23762,6.380733513,0.095105598,0.19615929,1
hsa-miR-1296-3p,1177,5.830163097,22714,6.411980634,0.039108185,0.065229621,1
hsa-miR-1296-5p,632,5.915630965,23259,6.396025251,0.046787388,0.135208466,1
hsa-miR-1297,11,3.450880035,23880,6.38466794,0.423286889,0.038897524,1
hsa-miR-1298-3p,454,5.753154147,23437,6.39552409,0.053498563,0.156182733,1
hsa-miR-1298-5p,48,5.016221259,23843,6.386069348,0.159665136,0.173788334,1
hsa-miR-1299,1017,6.040031942,22874,6.398579942,0.023204157,0.670883151,1
hsa-miR-1301-3p,1809,6.154850736,22082,6.402033561,0.02051014,0.482694611,1
hsa-miR-1301-5p,147,6.259264742,23744,6.384085165,0.068482464,0.499726954,1
hsa-miR-1302,184,6.156619065,23707,6.385076651,0.067847554,0.36999046,1
hsa-miR-1303,414,6.580835198,23477,6.379834064,0.049351313,0.274984166,1
hsa-miR-1304-3p,2467,6.385097439,21424,6.38311215,0.009309063,0.990816841,1
hsa-miR-1304-5p,571,6.208195935,23320,6.387605069,0.039879556,0.338056913,1
hsa-miR-1305,116,5.584856651,23775,6.387212901,0.097109032,0.226392262,1
hsa-miR-1306-3p,185,6.517980466,23706,6.382266249,0.069427742,0.33910307,1
hsa-miR-1306-5p,2311,5.95301292,21580,6.429398388,0.028494279,0.067434405,1
hsa-miR-1307-3p,244,5.442002174,23647,6.393030048,0.078088788,0.105150587,1
hsa-miR-1307-5p,70,7.808201253,23821,6.379130011,0.15085009,0.083459304,1
hsa-miR-130a-3p,278,5.957522796,23613,6.388330104,0.037844048,0.826199894,1
hsa-miR-130a-5p,85,7.440284144,23806,6.379543221,0.089415422,0.507370629,1
hsa-miR-130b-3p,402,6.385406489,23489,6.383281394,0.046858707,0.350640959,1
hsa-miR-130b-5p,302,6.375919258,23589,6.383411864,0.035204842,0.853630798,1
hsa-miR-1321,1579,5.905902208,22312,6.417103375,0.03366248,0.070728048,1
hsa-miR-1322,131,4.970703473,23760,6.391105552,0.138412753,0.013585528,1
hsa-miR-1323,296,5.734964802,23595,6.391450752,0.068098629,0.132856324,1
hsa-miR-132-3p,327,6.201179125,23564,6.3858447,0.031968633,0.896581638,1
hsa-miR-1324,712,6.003660789,23179,6.394979231,0.031953929,0.480889148,1
hsa-miR-132-5p,448,5.938482202,23443,6.391818029,0.063790364,0.055881727,1
hsa-miR-133a-3p,416,5.621609274,23475,6.396815362,0.05726663,0.136944356,1
hsa-miR-133a-5p,94,6.161303791,23797,6.384194122,0.0695135,0.756178437,1
hsa-miR-133b,371,5.643739934,23520,6.394983102,0.049081472,0.34244304,1
hsa-miR-1343-3p,3246,5.856701815,20645,6.466116541,0.038309825,0.000531261,1
hsa-miR-1343-5p,2344,5.879058695,21547,6.438173133,0.040036793,0.002278625,1
hsa-miR-134-5p,1220,5.917226881,22671,6.408398981,0.034802423,0.12105525,1
hsa-miR-135a-2-3p,254,6.46994146,23637,6.382386299,0.042793412,0.746859807,1
hsa-miR-135a-3p,424,6.309557793,23467,6.384649831,0.043074036,0.422308762,1
hsa-miR-135a-5p,198,5.935867407,23693,6.387056444,0.09646714,0.051742848,1
hsa-miR-135b-3p,227,6.107858521,23664,6.385959525,0.074385189,0.166026024,1
hsa-miR-135b-5p,260,5.589510887,23631,6.392051003,0.09666849,0.016354287,1
hsa-miR-136-3p,34,7.603562087,23857,6.38157811,0.095649569,0.915265156,1
hsa-miR-136-5p,206,6.154427243,23685,6.385307919,0.026753035,0.998583905,1
hsa-miR-137-3p,21,5.121894258,23870,6.384426908,0.18884234,0.442817052,1
hsa-miR-137-5p,73,6.318453199,23818,6.383515954,0.091595282,0.574689645,1
hsa-miR-138-1-3p,248,5.791009934,23643,6.389530077,0.0330008,0.952024765,1
hsa-miR-138-2-3p,135,6.054661295,23756,6.385184829,0.042823957,0.966347167,1
hsa-miR-138-5p,1671,5.843194681,22220,6.423935723,0.044186474,0.004628411,1
hsa-miR-139-5p,532,5.959230949,23359,6.392975693,0.02909281,0.770788288,1
hsa-miR-1-3p,24,5.375587582,23867,6.384330497,0.124109649,0.85391866,1
hsa-miR-140-3p,1351,6.625205813,22540,6.368818857,0.045118638,0.011150735,1
hsa-miR-140-5p,299,6.446665338,23592,6.382514291,0.05346946,0.367347437,1
hsa-miR-141-3p,460,6.153842274,23431,6.387822228,0.030774262,0.786339036,1
hsa-miR-141-5p,483,6.423314255,23408,6.382491853,0.037200214,0.529164881,1
hsa-miR-142-3p,93,6.634774374,23798,6.382334485,0.062350952,0.864124707,1
hsa-miR-142-5p,7,9.386346028,23884,6.382437015,0,1,1
hsa-miR-143-3p,266,5.306555059,23625,6.395440696,0.081991646,0.058221713,1
hsa-miR-143-5p,2089,6.298647875,21802,6.3914299,0.017010157,0.639480642,1
hsa-miR-144-3p,24,7.426977065,23867,6.382267676,0.135570732,0.770297465,1
hsa-miR-144-5p,33,9.010390851,23858,6.379683426,0.240609211,0.044046471,1
hsa-miR-145-3p,258,5.779650079,23633,6.389907348,0.091886362,0.026877949,1
hsa-miR-145-5p,555,5.574855653,23336,6.402544789,0.052934645,0.095845853,1
hsa-miR-1468-3p,7,6.668767455,23884,6.383233491,0,1,1
hsa-miR-1468-5p,96,6.115463896,23795,6.384397796,0.087691742,0.454039716,1
hsa-miR-1469,121,4.830980701,23770,6.391219243,0.151936082,0.007711628,1
hsa-miR-146a-3p,450,6.079679767,23441,6.389146119,0.040649574,0.459040077,1
hsa-miR-146a-5p,429,6.445791171,23462,6.382174822,0.050317738,0.236488341,1
hsa-miR-146b-3p,2228,6.047528367,21663,6.417852416,0.034727635,0.015303592,1
hsa-miR-146b-5p,520,6.452699438,23371,6.38177341,0.049312758,0.168398243,1
hsa-miR-1470,592,5.993235413,23299,6.393228667,0.042045868,0.259157515,1
hsa-miR-1471,185,6.190510436,23706,6.384821803,0.058648854,0.552926564,1
hsa-miR-147a,387,6.095523182,23504,6.388055761,0.045974252,0.396798816,1
hsa-miR-147b-3p,160,6.152194263,23731,6.384875437,0.065748915,0.497954476,1
hsa-miR-147b-5p,113,6.50303341,23778,6.382748226,0.052633988,0.914364077,1
hsa-miR-148a-3p,373,5.911462894,23518,6.390800851,0.069421471,0.058077633,1
hsa-miR-148a-5p,109,6.436066136,23782,6.383075388,0.069498248,0.671124751,1
hsa-miR-148b-3p,377,5.591263266,23514,6.396016153,0.09257423,0.00345941,1
hsa-miR-148b-5p,194,5.463543124,23697,6.390847057,0.081561718,0.154516647,1
hsa-miR-149-3p,4961,6.030006851,18930,6.475909461,0.026693971,0.007381067,1
hsa-miR-149-5p,2049,6.064570605,21842,6.413218795,0.025519583,0.174218633,1
hsa-miR-150-3p,762,6.011225662,23129,6.395575949,0.02610538,0.696143692,1
hsa-miR-150-5p,1080,5.874988653,22811,6.407384259,0.047708667,0.018296999,1
hsa-miR-151a-3p,188,6.206420193,23703,6.384720208,0.044757329,0.849028075,1
hsa-miR-151a-5p,302,6.052256704,23589,6.387555579,0.062496859,0.194544804,1
hsa-miR-151b,207,5.728634502,23684,6.389039129,0.088441656,0.080690172,1
hsa-miR-152-3p,517,6.279213752,23374,6.385619773,0.037873588,0.462608902,1
hsa-miR-152-5p,317,5.7161885,23574,6.392288043,0.081754641,0.030556652,1
hsa-miR-153-3p,22,9.360032721,23869,6.380573521,0.211386774,0.279764852,1
hsa-miR-153-5p,61,8.012977186,23830,6.379145551,0.179480335,0.039682874,1
hsa-miR-1537-3p,31,5.394457171,23860,6.384601924,0.18139821,0.260135564,1
hsa-miR-1537-5p,49,6.115055079,23842,6.383868483,0.089140412,0.831949814,1
hsa-miR-1538,1042,5.647277625,22849,6.416883312,0.056512719,0.003440243,1
hsa-miR-1539,372,5.345601147,23519,6.399730705,0.073578694,0.037929435,1
hsa-miR-154-3p,24,4.157109125,23867,6.385555766,0.171886566,0.478098424,1
hsa-miR-154-5p,107,5.389534942,23784,6.387788002,0.09867114,0.250822356,1
hsa-miR-155-3p,60,7.104406087,23831,6.381501646,0.105925056,0.512828558,1
hsa-miR-155-5p,157,6.120204216,23734,6.38505764,0.071388086,0.404510647,1
hsa-miR-1587,2940,5.98070389,20951,6.439814837,0.034998898,0.00361356,1
hsa-miR-15a-3p,660,6.050427177,23231,6.392774661,0.037227751,0.336047277,1
hsa-miR-15a-5p,707,5.900308525,23184,6.398046582,0.039893935,0.224899047,1
hsa-miR-15b-3p,15,5.70809766,23876,6.383741356,0.156480706,0.856433781,1
hsa-miR-15b-5p,681,6.052709951,23210,6.393017432,0.04428227,0.149282825,1
hsa-miR-1-5p,52,5.506581725,23839,6.385229575,0.110962321,0.545299087,1
hsa-miR-16-1-3p,105,5.565517971,23786,6.386927213,0.09685249,0.280618433,1
hsa-miR-16-2-3p,29,6.452598052,23862,6.383232954,0.155311143,0.487034566,1
hsa-miR-16-5p,788,5.741504349,23103,6.405208183,0.05483164,0.020469299,1
hsa-miR-17-3p,1189,6.277797375,22702,6.38884367,0.023562353,0.557214004,1
hsa-miR-17-5p,1981,6.645601173,21910,6.359602654,0.034002577,0.029962958,1
hsa-miR-181a-2-3p,525,6.191376483,23366,6.38762978,0.042549003,0.3104436,1
hsa-miR-181a-3p,41,7.801687513,23850,6.380878863,0.095943141,0.845487695,1
hsa-miR-181a-5p,249,6.263806913,23642,6.384575846,0.053874919,0.471890626,1
hsa-miR-181b-2-3p,73,4.794397541,23818,6.388187046,0.160732012,0.046550472,1
hsa-miR-181b-3p,75,4.739670361,23816,6.388493232,0.127655918,0.174775479,1
hsa-miR-181b-5p,491,6.137588096,23400,6.388473262,0.040106446,0.421621657,1
hsa-miR-181c-3p,110,6.4284999,23781,6.383108157,0.068651444,0.680489058,1
hsa-miR-181c-5p,153,6.419708267,23738,6.383082598,0.088239149,0.187311989,1
hsa-miR-181d-3p,475,6.101186253,23416,6.389040255,0.037515329,0.528832532,1
hsa-miR-181d-5p,406,5.80419141,23485,6.393328864,0.056103309,0.162060049,1
hsa-miR-182-3p,109,6.954907417,23782,6.380697383,0.093183573,0.302825758,1
hsa-miR-1825,659,5.624273265,23232,6.404848227,0.044320703,0.161226638,1
hsa-miR-182-5p,302,6.217436085,23589,6.385440857,0.044998946,0.581908434,1
hsa-miR-1827,1109,6.378867922,22782,6.383533735,0.04145807,0.052752415,1
hsa-miR-183-3p,59,5.002452954,23832,6.386735707,0.131328196,0.262041838,1
hsa-miR-183-5p,487,6.075900822,23404,6.389713997,0.037336498,0.519136467,1
hsa-miR-184,471,5.460987208,23420,6.401866145,0.084335888,0.002809413,1
hsa-miR-1843,789,5.675957825,23102,6.407475515,0.059678909,0.00872635,1
hsa-miR-185-3p,3406,5.969149424,20485,6.452179992,0.036070333,0.001001551,1
hsa-miR-186-3p,1322,5.978471453,22569,6.407031363,0.040877131,0.030796478,1
hsa-miR-186-5p,107,6.293715241,23784,6.383720255,0.092974229,0.315885694,1
hsa-miR-187-3p,271,6.437876507,23620,6.382691175,0.034114563,0.914130225,1
hsa-miR-187-5p,388,6.288798711,23503,6.384877513,0.059306533,0.136389399,1
hsa-miR-188-3p,1491,5.770791044,22400,6.424088421,0.042331279,0.013340819,1
hsa-miR-188-5p,633,5.785188489,23258,6.399596086,0.045706334,0.152287903,1
hsa-miR-18a-5p,390,5.719053129,23501,6.394340639,0.06618049,0.06943145,1
hsa-miR-18b-3p,264,6.306994439,23627,6.384169956,0.033806662,0.926533141,1
hsa-miR-18b-5p,399,5.810900581,23492,6.393039364,0.053279056,0.215342849,1
hsa-miR-1908-3p,338,5.951299135,23553,6.389516876,0.064591578,0.123995345,1
hsa-miR-1908-5p,1847,5.670529523,22044,6.443039469,0.049830201,0.000422161,1
hsa-miR-1909-3p,3207,5.971103307,20684,6.447229829,0.033615941,0.003765257,1
hsa-miR-1909-5p,711,5.702851279,23180,6.404189078,0.048120986,0.08194136,1
hsa-miR-190a-3p,8,4.383216896,23883,6.383987118,0,1,1
hsa-miR-190a-5p,5,6.611261285,23886,6.383269437,0,1,1
hsa-miR-190b-3p,2,1.441295574,23889,6.383730901,0,1,1
hsa-miR-190b-5p,28,6.140527264,23863,6.383602033,0.162490047,0.451283587,1
hsa-miR-1910-3p,1778,6.189241571,22113,6.398921836,0.024429639,0.279763623,1
hsa-miR-1910-5p,1232,6.118578632,22659,6.397711338,0.031467027,0.197543982,1
hsa-miR-1911-3p,1208,6.090516641,22683,6.398910461,0.030769608,0.227621618,1
hsa-miR-1911-5p,299,6.569757895,23592,6.380954242,0.056758938,0.297453003,1
hsa-miR-1912-3p,1236,6.105399574,22655,6.398479638,0.032667942,0.163813644,1
hsa-miR-1912-5p,171,5.918396112,23720,6.386668817,0.054644833,0.691156912,1
hsa-miR-191-3p,290,5.319998493,23601,6.396382802,0.068692881,0.133883555,1
hsa-miR-1914-3p,2157,5.917215293,21734,6.429575628,0.035943717,0.012561393,1
hsa-miR-1914-5p,1346,5.880186107,22545,6.413355493,0.035309207,0.084241735,1
hsa-miR-191-5p,66,4.415493629,23825,6.388768416,0.19862444,0.011108032,1
hsa-miR-192-3p,215,6.170781121,23676,6.385247176,0.060239591,0.421935003,1
hsa-miR-192-5p,117,5.728202971,23774,6.386541193,0.097109965,0.222211638,1
hsa-miR-193a-3p,785,6.203431704,23106,6.389428555,0.023795733,0.7831932,1
hsa-miR-193a-5p,627,5.626631632,23264,6.403710972,0.052549174,0.068643437,1
hsa-miR-193b-3p,783,5.940241409,23108,6.398330494,0.039472765,0.188678538,1
hsa-miR-193b-5p,996,5.922842128,22895,6.403349173,0.036379938,0.159794727,1
hsa-miR-194-5p,177,6.434310098,23714,6.382936544,0.051372786,0.74269553,1
hsa-miR-195-3p,95,6.768415188,23796,6.381779738,0.140630447,0.047380732,1
hsa-miR-195-5p,568,5.707193141,23323,6.399783234,0.056111343,0.060899924,1
hsa-miR-196a-1-3p,126,5.546534613,23765,6.387753702,0.089807607,0.264228592,1
hsa-miR-196a-3p,379,5.962133217,23512,6.390106396,0.063640214,0.097468513,1
hsa-miR-196a-5p,214,6.761848731,23677,6.379895867,0.054137479,0.563112771,1
hsa-miR-196b-3p,224,6.241845927,23667,6.384656129,0.060260595,0.39597262,1
hsa-miR-196b-5p,281,6.702662104,23610,6.379516393,0.025179782,0.994591056,1
hsa-miR-1973,82,5.630163809,23809,6.385911069,0.121687433,0.17769174,1
hsa-miR-197-3p,804,6.246420079,23087,6.388084564,0.03255682,0.382491256,1
hsa-miR-197-5p,1044,6.046066025,22847,6.398727936,0.048590977,0.017928493,1
hsa-miR-1976,2868,6.22287646,21023,6.405204794,0.013632326,0.736300296,1
hsa-miR-198,1349,5.695265785,22542,6.424492793,0.056413598,0.000606143,1
hsa-miR-199a-3p,141,6.079865174,23750,6.385118699,0.055744681,0.776402536,1
hsa-miR-199a-5p,784,6.4350137,23107,6.381563134,0.021403919,0.878006496,1
hsa-miR-199b-3p,141,6.079865174,23750,6.385118699,0.055744681,0.776402536,1
hsa-miR-199b-5p,655,6.347496005,23236,6.384326915,0.037462729,0.33299311,1
hsa-miR-19a-3p,65,5.71091724,23826,6.385151535,0.122580374,0.284303705,1
hsa-miR-19a-5p,30,6.043972301,23861,6.383743804,0.124938882,0.737861861,1
hsa-miR-19b-1-5p,214,6.423457469,23677,6.382954352,0.06223122,0.384124965,1
hsa-miR-19b-2-5p,56,5.501953168,23835,6.385387905,0.118864065,0.408870389,1
hsa-miR-19b-3p,91,6.491832025,23800,6.382902242,0.091893988,0.428243567,1
hsa-miR-200a-3p,313,6.256678312,23578,6.384998294,0.06500672,0.146902126,1
hsa-miR-200a-5p,167,6.302870577,23724,6.383883439,0.029331322,0.998834576,1
hsa-miR-200b-3p,84,5.55764846,23807,6.38623042,0.128838157,0.124187222,1
hsa-miR-200b-5p,151,7.048101051,23740,6.379088746,0.07160073,0.425172927,1
hsa-miR-200c-3p,211,6.602161675,23680,6.381367144,0.059009343,0.460219633,1
hsa-miR-200c-5p,38,5.294554886,23853,6.38505165,0.168108613,0.233904189,1
hsa-miR-202-3p,224,5.820272261,23667,6.388646178,0.062201589,0.357106994,1
hsa-miR-202-5p,59,5.26319856,23832,6.386090188,0.105625679,0.527440709,1
hsa-miR-203a-3p,153,7.087825273,23738,6.378776342,0.083159458,0.243834348,1
hsa-miR-203a-5p,308,6.23979484,23583,6.38519159,0.034052842,0.872435524,1
hsa-miR-203b-3p,278,6.390681779,23613,6.383230447,0.078737874,0.066285364,1
hsa-miR-203b-5p,188,6.433068005,23703,6.382922554,0.033533102,0.984735901,1
hsa-miR-204-3p,2312,6.00111377,21579,6.424266882,0.030613152,0.03991705,1
hsa-miR-204-5p,566,6.250906986,23325,6.386530192,0.035455368,0.490785499,1
hsa-miR-2052,2,6.129184463,23889,6.383338428,0,1,1
hsa-miR-2053,9,4.097902832,23882,6.384178417,0,1,1
hsa-miR-205-3p,129,6.198220571,23762,6.384322011,0.041330402,0.980766754,1
hsa-miR-2054,0,NaN,23891,6.383317152,0,1,1
hsa-miR-205-5p,512,5.986031424,23379,6.392017708,0.038810037,0.437350549,1
hsa-miR-206,269,6.032452802,23622,6.387312686,0.062585001,0.248493243,1
hsa-miR-208a-3p,2,1.173422703,23889,6.383753327,0,1,1
hsa-miR-208a-5p,184,6.034587472,23707,6.38602379,0.060762415,0.510318432,1
hsa-miR-208b-3p,2,2.695686597,23889,6.383625883,0,1,1
hsa-miR-208b-5p,10,6.181042909,23881,6.383401853,0,1,1
hsa-miR-20a-3p,64,5.969357877,23827,6.384429059,0.061897349,0.967345144,1
hsa-miR-20a-5p,1818,6.478697474,22073,6.375461336,0.030357988,0.090453784,1
hsa-miR-20b-3p,297,6.261737971,23594,6.384847584,0.032684649,0.91267532,1
hsa-miR-20b-5p,1970,6.607325378,21921,6.363185944,0.035617979,0.02038132,1
hsa-miR-210-3p,324,5.771157638,23567,6.391733144,0.058589721,0.222573812,1
hsa-miR-210-5p,1815,5.861387331,22076,6.426228125,0.038778734,0.012895078,1
hsa-miR-2110,1839,6.147098073,22052,6.403016358,0.03410447,0.038561376,1
hsa-miR-2113,119,6.01728342,23772,6.385149476,0.074271758,0.53087846,1
hsa-miR-211-3p,2127,6.217889976,21764,6.399484383,0.019591861,0.446671384,1
hsa-miR-2114-3p,530,5.727603517,23361,6.39819358,0.047165288,0.199175031,1
hsa-miR-2114-5p,1027,5.854206679,22864,6.407083617,0.040439834,0.080331583,1
hsa-miR-2115-3p,377,6.835480457,23514,6.376067617,0.035301956,0.744202819,1
hsa-miR-2115-5p,678,5.436612184,23213,6.410968295,0.065092518,0.007527254,1
hsa-miR-211-5p,669,6.212278118,23222,6.388244597,0.023827142,0.854062429,1
hsa-miR-2116-3p,990,6.043756923,22901,6.397996189,0.038508662,0.11984284,1
hsa-miR-2116-5p,157,5.080760857,23734,6.39193354,0.11359151,0.035729255,1
hsa-miR-2117,278,6.495347735,23613,6.381998196,0.04020237,0.766195715,1
hsa-miR-212-3p,417,6.26438676,23474,6.385429871,0.043184878,0.429423455,1
hsa-miR-212-5p,1517,6.210654499,22374,6.39502401,0.018842263,0.69419542,1
hsa-miR-21-3p,610,6.5323941,23281,6.379411094,0.040863196,0.274044848,1
hsa-miR-214-3p,2344,5.750523969,21547,6.452155841,0.044467262,0.000467957,1
hsa-miR-214-5p,854,5.949602174,23037,6.399395313,0.042821349,0.097595706,1
hsa-miR-215-3p,355,6.01402018,23536,6.388887361,0.041454625,0.584899284,1
