transcript,chr,start,end,strand,gene,exonnum
NONHSAT003304.2,chr1,53242364,53244540,-,NONHSAG001504.2,1
NONHSAT003311.2,chr1,53305453,53308485,-,NONHSAG001510.2,1
NONHSAT003312.2,chr1,53328223,53342220,+,NONHSAG056456.2,3
NONHSAT003341.2,chr1,53912003,53913170,-,NONHSAG001523.3,2
NONHSAT003352.2,chr1,54033143,54034880,-,NONHSAG001532.2,1
NONHSAT003355.2,chr1,54089856,54090093,+,NONHSAG001533.2,1
NONHSAT003394.2,chr1,54886815,54888001,+,NONHSAG059016.2,2
NONHSAT003403.2,chr1,55065698,55069258,+,NONHSAG001562.2,1
NONHSAT003404.2,chr1,55066360,55066638,-,NONHSAG001563.2,1
NONHSAT003407.2,chr1,55215408,55217455,+,NONHSAG001566.2,1
NONHSAT003439.2,chr1,56248285,56249183,-,NONHSAG001587.2,1
NONHSAT003445.2,chr1,56414931,56417017,+,NONHSAG001589.2,4
NONHSAT003449.2,chr1,56415298,56415832,+,NONHSAG001589.2,2
NONHSAT003458.2,chr1,56713650,56715335,+,NONHSAG001595.2,1
NONHSAT003505.2,chr1,58467927,58469005,-,NONHSAG001612.2,1
NONHSAT003510.2,chr1,58654740,58658988,-,NONHSAG001617.2,1
NONHSAT003522.2,chr1,58784384,58816779,+,NONHSAG056483.2,2
NONHSAT003538.2,chr1,58883436,58889324,-,NONHSAG001627.3,2
NONHSAT003558.2,chr1,59294705,59296530,-,NONHSAG001637.3,2
NONHSAT003559.2,chr1,59295045,59296381,-,NONHSAG001637.3,2
NONHSAT003598.2,chr1,61077119,61079248,+,NONHSAG001659.2,1
NONHSAT003604.2,chr1,61294552,61298384,+,NONHSAG001662.2,1
NONHSAT003605.2,chr1,61406562,61462787,+,NONHSAG001663.2,3
NONHSAT003618.2,chr1,61741998,61742424,-,NONHSAG001668.2,1
NONHSAT003621.2,chr1,62038842,62039111,+,NONHSAG001669.2,1
NONHSAT003637.2,chr1,62641122,62641667,-,NONHSAG001681.2,1
NONHSAT003655.2,chr1,63159071,63317248,-,NONHSAG001692.3,12
NONHSAT003664.2,chr1,63257022,63317231,-,NONHSAG001692.3,7
NONHSAT003666.2,chr1,63262364,63316129,-,NONHSAG001692.3,3
NONHSAT003668.2,chr1,63320884,63322458,-,NONHSAG001696.3,3
NONHSAT003669.2,chr1,63320884,63321632,-,NONHSAG001696.3,2
NONHSAT003670.2,chr1,63320921,63322345,-,NONHSAG001696.3,3
NONHSAT003671.2,chr1,63323456,63323790,+,NONHSAG001697.2,1
NONHSAT003672.2,chr1,63324699,63325126,+,NONHSAG001698.2,1
NONHSAT003693.2,chr1,63589852,63593275,-,NONHSAG001706.2,1
NONHSAT003695.2,chr1,63655743,63656045,+,NONHSAG001708.2,1
NONHSAT003716.2,chr1,64972225,64993012,-,NONHSAG001722.3,4
NONHSAT003717.2,chr1,64979577,65002476,-,NONHSAG001722.3,6
NONHSAT003740.2,chr1,65486406,65494188,+,NONHSAG001732.2,2
NONHSAT003744.2,chr1,65638776,65641615,+,NONHSAG001735.2,1
NONHSAT003755.2,chr1,66436547,66440099,+,NONHSAG001741.3,2
NONHSAT003808.2,chr1,67832288,68202987,+,NONHSAG001765.3,10
NONHSAT003816.2,chr1,68122691,68124809,-,NONHSAG001768.2,2
NONHSAT003817.2,chr1,68138357,68141788,+,NONHSAG001765.3,2
NONHSAT003825.2,chr1,68496676,68538627,+,NONHSAG001774.3,3
NONHSAT003885.2,chr1,71081324,71237723,+,NONHSAG001815.3,4
NONHSAT003893.2,chr1,71193703,71238116,+,NONHSAG001815.3,3
NONHSAT003977.2,chr1,75122518,75123927,-,NONHSAG001845.2,1
NONHSAT004021.2,chr1,77219520,77226179,+,NONHSAG001862.3,2
NONHSAT004060.2,chr1,77944917,77947669,-,NONHSAG001878.3,2
NONHSAT004062.2,chr1,77979095,77990382,+,NONHSAG001879.2,1
NONHSAT004135.2,chr1,81952827,81953174,+,NONHSAG001916.2,1
NONHSAT004185.2,chr1,84074517,84077955,-,NONHSAG001941.3,2
NONHSAT004186.2,chr1,84085741,84086233,+,NONHSAG001942.2,1
NONHSAT004198.2,chr1,84365048,84365733,-,NONHSAG001947.2,2
NONHSAT004205.2,chr1,84506291,84526888,+,NONHSAG001950.2,6
NONHSAT004220.2,chr1,84596236,84620786,-,NONHSAG001955.3,4
NONHSAT004222.2,chr1,84614072,84620990,-,NONHSAG001955.3,3
NONHSAT004223.2,chr1,84614072,84620814,-,NONHSAG001955.3,3
NONHSAT004233.2,chr1,84997339,84997914,+,NONHSAG001962.2,2
NONHSAT004234.2,chr1,85017973,85018199,-,NONHSAG001963.2,1
NONHSAT004237.2,chr1,85152491,85154378,-,NONHSAG001965.2,1
NONHSAT004238.2,chr1,85174312,85176880,-,NONHSAG001966.2,1
NONHSAT004241.2,chr1,85275867,85278190,+,NONHSAG001968.3,2
NONHSAT004247.2,chr1,85455924,85456569,-,NONHSAG001970.2,1
NONHSAT004254.2,chr1,85583302,85583703,+,NONHSAG001973.2,1
NONHSAT004284.2,chr1,87129765,87169204,+,NONHSAG001993.3,3
NONHSAT004291.2,chr1,87131975,87134595,+,NONHSAG001993.3,2
NONHSAT004324.2,chr1,88537513,88685204,-,NONHSAG002005.2,4
NONHSAT004330.2,chr1,88684551,88806268,-,NONHSAG002009.2,12
NONHSAT004332.2,chr1,88829102,88829419,+,NONHSAG002010.2,1
NONHSAT004335.2,chr1,88920747,88922851,-,NONHSAG002012.2,2
NONHSAT004344.2,chr1,89104285,89104767,-,NONHSAG002018.2,1
NONHSAT004357.2,chr1,89583241,89632906,-,NONHSAG002027.3,5
NONHSAT004360.2,chr1,89610851,89633465,-,NONHSAG002027.3,3
NONHSAT004366.2,chr1,89625922,89633465,-,NONHSAG002027.3,3
NONHSAT004370.2,chr1,89623808,89632906,-,NONHSAG002027.3,2
NONHSAT004385.2,chr1,89940836,89941781,+,NONHSAG002037.2,1
NONHSAT004404.2,chr1,90782538,90851675,-,NONHSAG002048.3,3
NONHSAT004405.2,chr1,90782318,90836119,-,NONHSAG002048.3,4
NONHSAT004408.2,chr1,90782990,90789535,-,NONHSAG002048.3,2
NONHSAT004409.2,chr1,90789393,90851648,-,NONHSAG002048.3,2
NONHSAT004410.2,chr1,90789394,90851627,-,NONHSAG002048.3,4
NONHSAT004414.2,chr1,90830705,90851589,-,NONHSAG002048.3,3
NONHSAT004416.2,chr1,90831915,90836563,-,NONHSAG002048.3,2
NONHSAT004417.2,chr1,90837275,90851760,-,NONHSAG002048.3,2
NONHSAT004440.2,chr1,91829776,91830074,-,NONHSAG002057.2,1
NONHSAT004455.2,chr1,92398974,92402057,+,NONHSAG002067.2,1
NONHSAT004461.2,chr1,92580476,92580821,-,NONHSAG002072.2,1
NONHSAT004473.2,chr1,92930696,92934098,+,NONHSAG002076.2,1
NONHSAT004485.2,chr1,93180926,93181160,-,NONHSAG002082.2,1
NONHSAT004490.2,chr1,93254511,93264949,+,NONHSAG002085.2,4
NONHSAT004491.2,chr1,93262186,93345831,-,NONHSAG002086.3,7
NONHSAT004492.2,chr1,93264638,93273583,-,NONHSAG002086.3,3
NONHSAT004494.2,chr1,93264640,93346025,-,NONHSAG002086.3,11
NONHSAT004496.2,chr1,93264645,93346025,-,NONHSAG002086.3,11
NONHSAT004498.2,chr1,93264647,93324691,-,NONHSAG002086.3,5
NONHSAT004501.2,chr1,93264669,93309763,-,NONHSAG002086.3,4
NONHSAT004503.2,chr1,93264676,93337688,-,NONHSAG002086.3,5
NONHSAT004509.2,chr1,93305111,93339374,-,NONHSAG002086.3,4
NONHSAT004510.2,chr1,93305335,93324733,-,NONHSAG002086.3,2
NONHSAT004512.2,chr1,93310109,93345811,-,NONHSAG002086.3,9
NONHSAT004518.2,chr1,93325768,93340498,-,NONHSAG002086.3,5
NONHSAT004519.2,chr1,93325769,93345766,-,NONHSAG002086.3,5
NONHSAT004520.2,chr1,93327023,93345920,-,NONHSAG002086.3,6
NONHSAT004527.2,chr1,93337715,93345769,-,NONHSAG002086.3,4
NONHSAT004528.2,chr1,93338915,93345800,-,NONHSAG002086.3,6
NONHSAT004529.2,chr1,93338929,93345790,-,NONHSAG002086.3,5
NONHSAT004532.2,chr1,93384114,93385599,+,NONHSAG002089.2,1
NONHSAT004543.2,chr1,93693138,93703567,+,NONHSAG002093.2,7
NONHSAT004544.2,chr1,93698908,93845905,-,NONHSAG002094.3,15
NONHSAT004546.2,chr1,93752924,93775444,-,NONHSAG002094.3,2
NONHSAT004550.2,chr1,93846762,93851892,+,NONHSAG002096.3,1
NONHSAT004554.2,chr1,93852237,93854331,+,NONHSAG002096.3,1
NONHSAT004576.2,chr1,94168909,94171459,-,NONHSAG002115.2,1
NONHSAT004597.2,chr1,94616368,94626331,-,NONHSAG002128.3,4
NONHSAT004598.2,chr1,94616397,94620987,-,NONHSAG002128.3,2
NONHSAT004603.2,chr1,94638461,94820157,-,NONHSAG002128.3,5
NONHSAT004605.2,chr1,94657533,94820281,-,NONHSAG002128.3,5
NONHSAT004609.2,chr1,94672936,94742282,-,NONHSAG002128.3,4
NONHSAT004613.2,chr1,94679425,94778923,-,NONHSAG002128.3,9
NONHSAT004615.2,chr1,94679580,94820232,-,NONHSAG002128.3,6
NONHSAT004619.2,chr1,94732133,94742495,-,NONHSAG002128.3,2
NONHSAT004622.2,chr1,94843108,94855426,-,NONHSAG002131.2,2
NONHSAT004625.2,chr1,94927372,94931772,+,NONHSAG002133.3,1
NONHSAT004626.2,chr1,94927411,94963602,+,NONHSAG002133.3,3
NONHSAT004627.2,chr1,94927411,94963602,+,NONHSAG002133.3,4
NONHSAT004628.2,chr1,94926002,94963724,+,NONHSAG002133.3,4
NONHSAT004631.2,chr1,94927476,94963269,+,NONHSAG002133.3,3
NONHSAT004632.2,chr1,94926002,94963724,+,NONHSAG002133.3,4
NONHSAT004634.2,chr1,94931749,94963262,+,NONHSAG002133.3,3
NONHSAT004635.2,chr1,94931749,94963262,+,NONHSAG002133.3,3
NONHSAT004637.2,chr1,94931878,94963227,+,NONHSAG002133.3,4
NONHSAT004638.2,chr1,94983189,95027203,-,NONHSAG002134.2,3
NONHSAT004642.2,chr1,95120147,95138554,+,NONHSAG002138.2,2
NONHSAT004728.2,chr1,97967005,97968814,-,NONHSAG002177.2,1
NONHSAT004729.2,chr1,97975282,98049863,-,NONHSAG059277.2,17
NONHSAT004731.2,chr1,97988000,98049863,-,NONHSAG059277.2,5
NONHSAT004735.2,chr1,98043352,98045458,-,NONHSAG059277.2,1
NONHSAT004737.2,chr1,98044296,98046224,-,NONHSAG059277.2,2
NONHSAT004770.2,chr1,99968383,99969901,-,NONHSAG057984.2,2
NONHSAT004774.2,chr1,100030566,100035637,+,NONHSAG002204.2,1
NONHSAT004784.2,chr1,100264009,100266120,-,NONHSAG002212.3,4
NONHSAT004802.2,chr1,100656244,100706114,+,NONHSAG002223.2,2
NONHSAT004814.2,chr1,100995473,100996260,+,NONHSAG002227.2,2
NONHSAT004816.2,chr1,101025846,101087379,+,NONHSAG002228.3,5
NONHSAT004817.2,chr1,101025853,101087263,+,NONHSAG002228.3,9
NONHSAT004822.2,chr1,101025969,101087197,+,NONHSAG002228.3,2
NONHSAT004823.2,chr1,101055002,101055576,+,NONHSAG002229.2,1
NONHSAT004824.2,chr1,101055740,101056339,+,NONHSAG002230.2,1
NONHSAT004825.2,chr1,101057210,101057621,+,NONHSAG002228.3,1
NONHSAT004826.2,chr1,101057435,101087187,+,NONHSAG002228.3,8
NONHSAT004827.2,chr1,101060542,101060837,+,NONHSAG002231.2,1
NONHSAT004828.2,chr1,101061358,101061639,+,NONHSAG002232.2,1
NONHSAT004836.2,chr1,101082454,101087261,+,NONHSAG002228.3,2
NONHSAT004903.2,chr1,104073014,104125930,+,NONHSAG002273.2,2
NONHSAT004926.2,chr1,105664766,105691733,+,NONHSAG002278.2,3
NONHSAT004964.2,chr1,107505203,107505448,+,NONHSAG002297.2,1
NONHSAT004981.2,chr1,108261196,108273689,-,NONHSAG002304.3,2
NONHSAT004986.2,chr1,108420689,108433184,+,NONHSAG002307.2,2
NONHSAT005011.2,chr1,109090741,109096934,+,NONHSAG002324.2,2
NONHSAT005013.2,chr1,109100193,109100619,+,NONHSAG002325.2,1
NONHSAT005025.2,chr1,109279557,109283125,-,NONHSAG002331.2,2
NONHSAT005032.2,chr1,109399042,109401069,-,NONHSAG002334.2,1
NONHSAT005045.2,chr1,109546948,109548019,-,NONHSAG002343.3,1
NONHSAT005048.2,chr1,109596225,109597781,+,NONHSAG002344.2,2
NONHSAT005068.2,chr1,109759281,109763917,-,NONHSAG002355.2,5
NONHSAT005088.2,chr1,110058340,110062555,+,NONHSAG002367.2,1
NONHSAT005108.2,chr1,110313996,110314400,-,NONHSAG002376.3,1
NONHSAT005109.2,chr1,110337401,110337995,+,NONHSAG002377.2,1
NONHSAT005111.2,chr1,110347315,110356274,+,NONHSAG002378.3,2
NONHSAT005112.2,chr1,110347315,110351392,+,NONHSAG002378.3,2
NONHSAT005113.2,chr1,110382819,110418362,+,NONHSAG002378.3,6
NONHSAT005115.2,chr1,110407525,110416274,+,NONHSAG002378.3,3
NONHSAT005116.2,chr1,110407784,110418362,+,NONHSAG002378.3,6
NONHSAT005117.2,chr1,110407784,110412498,+,NONHSAG002378.3,2
NONHSAT005119.2,chr1,110408970,110416272,+,NONHSAG002378.3,3
NONHSAT005151.2,chr1,110936369,110942353,-,NONHSAG002392.2,1
NONHSAT005180.2,chr1,111431046,111433068,-,NONHSAG002406.2,1
NONHSAT005182.2,chr1,111438638,111441364,-,NONHSAG002408.3,2
NONHSAT005183.2,chr1,111438640,111441228,-,NONHSAG002408.3,2
NONHSAT005194.2,chr1,111599007,111608318,-,NONHSAG002414.2,5
NONHSAT005198.2,chr1,111714208,111716688,+,NONHSAG002416.2,1
NONHSAT005199.2,chr1,111722804,111725438,-,NONHSAG002417.2,1
NONHSAT005200.2,chr1,111739542,111749938,+,NONHSAG002418.3,2
NONHSAT005201.2,chr1,111739830,111749938,+,NONHSAG002418.3,3
NONHSAT005231.2,chr1,112396259,112398817,+,NONHSAG002433.2,1
NONHSAT005271.2,chr1,112671315,112671612,+,NONHSAG002443.2,1
NONHSAT005289.2,chr1,112849770,112877837,+,NONHSAG002454.3,2
NONHSAT005290.2,chr1,112849866,112877871,+,NONHSAG002454.3,3
NONHSAT005297.2,chr1,112956415,112964072,+,NONHSAG002460.3,3
NONHSAT005298.2,chr1,112956461,112968034,+,NONHSAG002460.3,3
NONHSAT005302.2,chr1,112956461,112975105,+,NONHSAG002460.3,3
NONHSAT005306.2,chr1,112957481,112976387,+,NONHSAG002460.3,12
NONHSAT005312.2,chr1,113034821,113037960,+,NONHSAG002462.2,1
NONHSAT005327.2,chr1,113698884,113699631,-,NONHSAG002470.2,1
NONHSAT005332.2,chr1,113761832,113764810,-,NONHSAG002474.2,1
NONHSAT005344.2,chr1,113912916,113914040,+,NONHSAG002481.2,1
NONHSAT005347.2,chr1,113924001,113929268,-,NONHSAG002482.3,2
NONHSAT005424.2,chr1,116392247,116418622,-,NONHSAG002530.2,3
NONHSAT005428.2,chr1,116399000,116418575,-,NONHSAG002530.2,3
NONHSAT005430.2,chr1,116404714,116418575,-,NONHSAG002530.2,2
NONHSAT005431.2,chr1,116404714,116418583,-,NONHSAG002530.2,3
NONHSAT005432.2,chr1,116405418,116418559,-,NONHSAG002530.2,3
NONHSAT005448.2,chr1,116493016,116499212,-,NONHSAG058061.2,2
NONHSAT005472.2,chr1,117104547,117104882,+,NONHSAG002547.2,2
NONHSAT005478.2,chr1,117364899,117365473,-,NONHSAG002550.3,1
NONHSAT005480.2,chr1,117421310,117423695,+,NONHSAG002552.2,1
NONHSAT005481.2,chr1,117493515,117495006,+,NONHSAG002553.2,1
NONHSAT005482.2,chr1,117527339,117528869,+,NONHSAG002554.2,1
NONHSAT005499.2,chr1,117836454,117857944,-,NONHSAG002560.3,9
NONHSAT005505.2,chr1,117963370,117966542,+,NONHSAG002563.2,1
NONHSAT005517.2,chr1,119018490,119019082,-,NONHSAG002571.2,1
NONHSAT005527.2,chr1,119140382,119150981,+,NONHSAG002576.3,2
NONHSAT005528.2,chr1,119140396,119151408,+,NONHSAG002576.3,4
NONHSAT005529.2,chr1,119140396,119183823,+,NONHSAG002576.3,4
NONHSAT005530.2,chr1,119140492,119146435,+,NONHSAG002576.3,2
NONHSAT005531.2,chr1,119140674,119161798,+,NONHSAG002576.3,3
NONHSAT005533.2,chr1,119140396,119275973,+,NONHSAG002576.3,7
NONHSAT005534.2,chr1,119140396,119234178,+,NONHSAG002576.3,5
NONHSAT005569.2,chr1,119569032,119607072,-,NONHSAG002593.2,2
NONHSAT005570.2,chr1,119597702,119599291,-,NONHSAG002594.2,1
NONHSAT005572.2,chr1,119619415,119621498,-,NONHSAG002596.2,1
NONHSAT005581.2,chr1,119909255,119910613,-,NONHSAG002600.2,1
NONHSAT005590.2,chr1,143972631,143975153,+,NONHSAG002604.2,2
NONHSAT005599.2,chr1,143883838,143885869,-,NONHSAG002610.2,1
NONHSAT005609.2,chr1,121391395,121392720,+,NONHSAG002616.2,1
NONHSAT005619.2,chr1,121519112,121571888,+,NONHSAG002622.2,8
NONHSAT005624.2,chr1,121742532,121743636,+,NONHSAG002625.2,1
NONHSAT005646.2,chr4_GL000008v2_random,124583,125315,-,NONHSAG002630.2,1
NONHSAT005650.2,chr4_GL000008v2_random,152945,153491,-,NONHSAG002631.2,1
NONHSAT005655.2,chrUn_KI270742v1,9561,10153,-,NONHSAG002633.2,1
NONHSAT005656.2,chrUn_KI270742v1,10466,11534,+,NONHSAG002634.2,1
NONHSAT005658.2,chrUn_KI270742v1,22202,34982,-,NONHSAG002635.3,3
NONHSAT005659.2,chrUn_KI270742v1,22509,45619,+,NONHSAG002636.2,9
NONHSAT005660.2,chrUn_KI270742v1,22510,46213,+,NONHSAG002636.2,9
NONHSAT005661.2,chrUn_KI270742v1,23958,34973,-,NONHSAG002635.3,2
NONHSAT005662.2,chrUn_KI270742v1,72206,74977,+,NONHSAG002637.2,1
NONHSAT005663.2,chrUn_KI270742v1,103044,106241,+,NONHSAG002638.2,2
NONHSAT005674.2,chr1_KI270706v1_random,1300,45987,+,NONHSAG002628.2,3
NONHSAT005677.2,chr1_KI270706v1_random,66115,76478,-,NONHSAG002641.2,5
NONHSAT005680.2,chr1_KI270706v1_random,71067,71934,+,NONHSAG002643.2,2
NONHSAT005681.2,chr1_KI270706v1_random,76128,78125,-,NONHSAG002641.2,2
NONHSAT005682.2,chr1_KI270706v1_random,76141,79042,-,NONHSAG002641.2,2
NONHSAT005712.2,chr14_GL000009v2_random,35920,38148,+,NONHSAG002652.2,2
NONHSAT005717.2,chr14_GL000009v2_random,48752,56712,+,NONHSAG002653.2,4
NONHSAT005718.2,chr14_GL000009v2_random,48752,51628,+,NONHSAG002653.2,2
NONHSAT005720.2,chr14_GL000009v2_random,49634,51628,+,NONHSAG002653.2,2
NONHSAT005730.2,chr14_GL000009v2_random,121829,124797,-,NONHSAG002651.3,2
NONHSAT005741.2,chr1,148402486,148429542,+,NONHSAG002660.3,7
NONHSAT005749.2,chr1,148422489,148423693,-,NONHSAG002661.2,1
NONHSAT005753.2,chr1,148435062,148436570,-,NONHSAG058112.2,2
NONHSAT005754.2,chr1,120340756,120341871,-,NONHSAG002659.2,2
NONHSAT005760.2,chr1,143973024,143974935,+,NONHSAG002604.2,2
NONHSAT005783.2,chr1,120952590,120953458,+,NONHSAG002669.2,2
NONHSAT005788.2,chr1,145200956,145211371,-,NONHSAG058095.1,2
NONHSAT005790.2,chr1,145214676,145215886,-,NONHSAG058095.1,2
NONHSAT005807.2,chr1,149180522,149190981,+,NONHSAG056817.1,2
NONHSAT005833.2,chr1,149077477,149079223,-,NONHSAG002673.2,2
NONHSAT005839.2,chr1,149054051,149055467,-,NONHSAG002676.2,1
NONHSAT005841.2,chr1,149050529,149051394,+,NONHSAG002678.2,1
NONHSAT005842.2,chr1,149048576,149051273,+,NONHSAG002678.2,2
NONHSAT005845.2,chr1,149029872,149048257,+,NONHSAG002680.2,5
NONHSAT005862.2,chr1,148968182,148992234,+,NONHSAG002686.2,4
NONHSAT005869.2,chr1,148879196,148879701,-,NONHSAG002689.2,1
NONHSAT005886.2,chr1,146061204,146062914,+,NONHSAG002696.3,1
NONHSAT005888.2,chr1,146058300,146059422,+,NONHSAG002696.3,2
NONHSAT005892.2,chr1,146052596,146058799,+,NONHSAG002696.3,4
NONHSAT005896.2,chr1,146038859,146040567,-,NONHSAG002697.2,1
NONHSAT005925.2,chr1,145927236,145959106,+,NONHSAG002701.3,4
NONHSAT005932.2,chr1,145941196,145942249,+,NONHSAG002701.3,2
NONHSAT005933.2,chr1,145927236,145942081,+,NONHSAG002701.3,2
NONHSAT005937.2,chr1,145927236,145941206,+,NONHSAG002701.3,4
NONHSAT005938.2,chr1,145927482,145941206,+,NONHSAG002701.3,3
NONHSAT005946.2,chr1,145919013,145920200,+,NONHSAG002703.2,2
NONHSAT005950.2,chr1,145856761,145859745,-,NONHSAG002707.2,3
NONHSAT005952.2,chr1,145844607,145848567,+,NONHSAG002708.2,4
NONHSAT005967.2,chr1,145438968,145443352,+,NONHSAG002715.2,3
NONHSAT005977.2,chr1,148195959,148228657,-,NONHSAG002719.3,8
NONHSAT005990.2,chr1,147001931,147003618,-,NONHSAG002721.2,3
NONHSAT005995.2,chr1,147082338,147083578,-,NONHSAG002724.2,1
NONHSAT005998.2,chr1,147155106,147172589,-,NONHSAG002727.2,6
NONHSAT006003.2,chr1,147173314,147177047,+,NONHSAG002728.3,3
NONHSAT006062.2,chr1,148122341,148124330,-,NONHSAG002750.2,2
NONHSAT006083.2,chr1,148271884,148280749,-,NONHSAG002758.2,3
NONHSAT006084.2,chr1,148279271,148288064,+,NONHSAG002759.2,3
NONHSAT006085.2,chr1,148279288,148291860,+,NONHSAG002759.2,2
NONHSAT006090.2,chr1,148290914,148296421,-,NONHSAG058112.2,2
NONHSAT006105.2,chr1,148362995,148459813,-,NONHSAG058112.2,4
NONHSAT006123.2,chr1,120844646,120844927,-,NONHSAG002775.2,1
NONHSAT006133.2,chr1,144460449,144461630,-,NONHSAG002782.2,2
NONHSAT006134.2,chr1,144460449,144461630,-,NONHSAG002782.2,2
NONHSAT006136.2,chr1,144459484,144461173,-,NONHSAG002782.2,2
NONHSAT006140.2,chr1,144418123,144419256,-,NONHSAG002783.2,2
NONHSAT006141.2,chr1,144418678,144419190,+,NONHSAG002784.2,1
NONHSAT006154.2,chr1,143401554,143424713,-,NONHSAG002793.3,6
NONHSAT006155.2,chr1,143401430,143424711,-,NONHSAG002793.3,4
NONHSAT006156.2,chr1,143401430,143424711,-,NONHSAG002793.3,3
NONHSAT006158.2,chr1,143419414,143420208,-,NONHSAG002793.3,2
NONHSAT006172.2,chr1,143735888,143737933,+,NONHSAG002800.3,4
NONHSAT006174.2,chr1,143736066,143739506,+,NONHSAG002800.3,2
NONHSAT006175.2,chr1,143736047,143737259,+,NONHSAG002800.3,2
NONHSAT006182.2,chr1,143766540,143769083,+,NONHSAG002801.3,1
NONHSAT006185.2,chr1,143793720,143794279,+,NONHSAG002804.2,1
NONHSAT006187.2,chr1,143790010,143797108,+,NONHSAG002804.2,2
NONHSAT006219.2,chr1,149607345,149611912,+,NONHSAG002812.3,2
NONHSAT006233.2,chr1,120952560,120953317,+,NONHSAG002669.2,2
NONHSAT006240.2,chr1,149693026,149693338,+,NONHSAG002816.2,1
NONHSAT006249.2,chr1,149785659,149793020,-,NONHSAG002822.2,2
NONHSAT006251.2,chr1,149797471,149800239,+,NONHSAG002824.2,2
NONHSAT006252.2,chr1,149831312,149832545,-,NONHSAG002825.2,1
NONHSAT006253.2,chr1,149843041,149843533,+,NONHSAG002826.2,1
NONHSAT006254.2,chr1,149844498,149849024,-,NONHSAG002827.2,1
NONHSAT006263.2,chr1,150021043,150026855,-,NONHSAG002831.2,2
NONHSAT006267.2,chr1,150063353,150067284,-,NONHSAG058121.2,1
NONHSAT006270.2,chr1,150098856,150145327,+,NONHSAG002838.2,3
NONHSAT006283.2,chr1,150265399,150269209,-,NONHSAG002845.2,5
NONHSAT006301.2,chr1,150515752,150518032,+,NONHSAG002854.2,2
NONHSAT006302.2,chr1,150532161,150537337,+,NONHSAG002855.2,3
NONHSAT006310.2,chr1,150564621,150572853,-,NONHSAG002861.3,9
NONHSAT006312.2,chr1,150568973,150569269,-,NONHSAG002862.2,1
NONHSAT006316.2,chr1,150579876,150604193,+,NONHSAG002864.2,2
NONHSAT006319.2,chr1,150611383,150615484,-,NONHSAG002866.3,2
NONHSAT006334.2,chr1,150881236,150881683,-,NONHSAG002877.3,1
NONHSAT006340.2,chr1,150965249,150966256,+,NONHSAG002881.2,2
NONHSAT006342.2,chr1,150966796,150967631,-,NONHSAG002882.2,2
NONHSAT006344.2,chr1,150973123,150975534,+,NONHSAG002883.2,3
NONHSAT006356.2,chr1,151059519,151070325,-,NONHSAG002889.2,4
NONHSAT006361.2,chr1,151130060,151131610,-,NONHSAG002892.2,1
NONHSAT006366.2,chr1,151146716,151147770,-,NONHSAG002896.2,2
NONHSAT006367.2,chr1,151148409,151151334,-,NONHSAG002897.3,2
NONHSAT006374.2,chr1,151197950,151231761,+,NONHSAG002903.2,4
NONHSAT006391.2,chr1,151346959,151348027,+,NONHSAG002915.2,2
NONHSAT006398.2,chr1,151540516,151561855,+,NONHSAG002919.2,2
NONHSAT006402.2,chr1,151612038,151613363,+,NONHSAG002921.2,2
NONHSAT006426.2,chr1,151765709,151766389,+,NONHSAG002932.2,2
NONHSAT006427.2,chr1,151766486,151767000,-,NONHSAG002933.2,1
NONHSAT006457.2,chr1,151994531,152042774,+,NONHSAG002943.3,13
NONHSAT006473.2,chr1,152205061,152207182,+,NONHSAG002949.3,2
NONHSAT006474.2,chr1,152205858,152207057,+,NONHSAG002949.3,2
NONHSAT006476.2,chr1,152249003,152271094,+,NONHSAG002949.3,3
NONHSAT006480.2,chr1,152313459,152366692,+,NONHSAG002949.3,7
NONHSAT006485.2,chr1,152363866,152365974,+,NONHSAG002949.3,1
NONHSAT006489.2,chr1,152579029,152580504,-,NONHSAG002954.3,3
NONHSAT006529.2,chr1,153626332,153634361,-,NONHSAG002978.3,7
NONHSAT006530.2,chr1,153627491,153634361,-,NONHSAG002978.3,4
NONHSAT006531.2,chr1,153627508,153634361,-,NONHSAG002978.3,5
NONHSAT006532.2,chr1,153631491,153634397,-,NONHSAG002978.3,5
NONHSAT006535.2,chr1,153658654,153661852,+,NONHSAG002981.2,3
NONHSAT006552.2,chr1,153923286,153928858,+,NONHSAG002988.3,2
NONHSAT006553.2,chr1,153923403,153935159,+,NONHSAG002988.3,3
NONHSAT006554.2,chr1,153926273,153928858,+,NONHSAG002988.3,2
NONHSAT006555.2,chr1,153928676,153935255,+,NONHSAG002988.3,2
NONHSAT006569.2,chr1,153979002,153979683,+,NONHSAG002997.3,1
NONHSAT006571.2,chr1,153990763,153992156,+,NONHSAG002999.2,2
NONHSAT006577.2,chr1,153995632,153995960,+,NONHSAG003000.2,1
NONHSAT006586.2,chr1,154166247,154166549,-,NONHSAG003003.2,1
NONHSAT006601.2,chr1,154263501,154263801,+,NONHSAG003008.2,1
NONHSAT006645.2,chr1,154937356,154938059,+,NONHSAG003031.3,1
NONHSAT006646.2,chr1,154944089,154946743,+,NONHSAG003032.2,2
NONHSAT006647.2,chr1,154945945,154946247,-,NONHSAG003033.2,1
NONHSAT006652.2,chr1,154961825,154962623,+,NONHSAG003035.2,1
NONHSAT006654.2,chr1,154974642,154979248,+,NONHSAG003037.2,2
NONHSAT006668.2,chr1,155045191,155051165,-,NONHSAG003044.3,4
