,transcript_id,freeenergy,length
NM_001302489,NM_001302489,-804.2,2131
NM_032360,NM_032360,-597.4,1617
NM_002691,NM_002691,-1568.4,3464
NM_001256849,NM_001256849,-1570.1,3467
NM_178518,NM_178518,-937.5,1996
NM_004448,NM_004448,-1955.8,4664
NM_001005862,NM_001005862,-1965.9,4889
NM_175629,NM_175629,-1691.8,4395
NM_001289938,NM_001289938,-972.8,2590
NM_001289936,NM_001289936,-1976,4940
NM_020394,NM_020394,-886.2,3392
NM_138957,NM_138957,-490.2,1514
NM_001204221,NM_001204221,-303,954
NM_032882,NM_032882,-1117.5,2278
NM_001171991,NM_001171991,-635.3,2270
NM_004029,NM_004029,-862.1,1885
NM_005333,NM_005333,-696.2,2365
NM_001572,NM_001572,-914,1972
NM_001122608,NM_001122608,-659.2,2307
NM_015401,NM_015401,-1899.4,4315
NM_001098416,NM_001098416,-1838.4,4204
NM_001308090,NM_001308090,-1871.8,4264
NM_001308253,NM_001308253,-1327.8,5000
NM_001256299,NM_001256299,-1046.5,2712
NM_001282385,NM_001282385,-354.9,1140
NM_001278665,NM_001278665,-155.6,565
NM_005413,NM_005413,-793.89,2533
NM_001171660,NM_001171660,-1188,3063
NM_001278664,NM_001278664,-837.67,4000
NM_003017,NM_003017,-839,3144
NM_032164,NM_032164,-754.2,2259
NM_033239,NM_033239,-1255.5,3088
NM_000022,NM_000022,-600.5,1566
NM_001020820,NM_001020820,-1234.2,3276
NM_001278678,NM_001278678,-801.87,3904
NM_001040084,NM_001040084,-732.6,2070
NM_000248,NM_000248,-1160.2,4472
NM_152298,NM_152298,-705.1,2284
NM_015979,NM_015979,-1344.9,4630
NM_002675,NM_002675,-971.7,2254
NM_001134663,NM_001134663,-412.4,1574
NM_006722,NM_006722,-1245.1,4680
NM_001173454,NM_001173454,-1074.8,3504
NM_203282,NM_203282,-876.97,4127
NM_001160138,NM_001160138,-1009,3855
NM_001144831,NM_001144831,-559.7,1457
NM_197960,NM_197960,-1082.37,4086
NM_001184967,NM_001184967,-1255.5,4685
NM_001020819,NM_001020819,-1172.3,3159
NM_015931,NM_015931,-685.6,1803
NM_001645,NM_001645,-170.4,464
NM_033240,NM_033240,-1526.4,3751
NM_001033081,NM_001033081,-1509.8,3624
NM_001300900,NM_001300900,-443.4,1041
NM_001290188,NM_001290188,-1263.3,3340
NM_001303,NM_001303,-1000.1,3016
NM_001297623,NM_001297623,-863.1,3139
NM_001301169,NM_001301169,-961.7,2090
NM_001048230,NM_001048230,-1216.8,2782
NM_033093,NM_033093,-586.4,2029
NM_138356,NM_138356,-992.9,2517
NM_001015878,NM_001015878,-434.7,1261
NM_004753,NM_004753,-641,1741
NM_001033082,NM_001033082,-1294.4,3260
NM_138373,NM_138373,-1142.9,3095
NM_001278675,NM_001278675,-1050.4,2604
NM_001077180,NM_001077180,-943.8,3264
NM_172387,NM_172387,-1747.8,4657
NM_021975,NM_021975,-1010,2595
NM_001006941,NM_001006941,-589.7,1623
NM_198177,NM_198177,-1239.8,4671
NM_153257,NM_153257,-878.2,3208
NM_172390,NM_172390,-1274.8,2978
NM_001320,NM_001320,-362.5,1149
NM_001202470,NM_001202470,-783.7,2529
NM_002301,NM_002301,-370,1318
NM_001290192,NM_001290192,-1147.4,3100
NM_001301170,NM_001301170,-850.2,1800
NM_005376,NM_005376,-798.4,2050
NM_000674,NM_000674,-1303.6,2937
NM_002586,NM_002586,-1240.4,3231
NM_001129819,NM_001129819,-1231.9,3167
NM_198159,NM_198159,-1326.3,4815
NM_001173455,NM_001173455,-1040.3,3411
NM_001290189,NM_001290189,-1403.9,3610
NM_001271702,NM_001271702,-786.2,2205
NM_001301168,NM_001301168,-962.5,2092
NM_003200,NM_003200,-1864.1,4451
NM_001020818,NM_001020818,-1296.5,3379
NM_001162422,NM_001162422,-1362.7,4594
NM_033250,NM_033250,-1179.7,2944
NM_001134664,NM_001134664,-371.3,1418
NM_004417,NM_004417,-765.2,2040
NM_022115,NM_022115,-1942.8,4881
NM_004230,NM_004230,-1422.9,3589
NM_033092,NM_033092,-994,3659
NM_001163286,NM_001163286,-902.1,2511
NM_005293,NM_005293,-692.9,1528
NM_001267700,NM_001267700,-510.4,1343
NM_020485,NM_020485,-550.5,1618
NM_019093,NM_019093,-711.8,2345
NM_001270521,NM_001270521,-1335,4612
NM_001039706,NM_001039706,-1027.6,3909
NM_001195193,NM_001195193,-960.2,3109
NM_033034,NM_033034,-939.6,3399
NM_001202555,NM_001202555,-1419.1,4809
NM_000284,NM_000284,-1034.5,3390
NM_033244,NM_033244,-1260.9,3096
NM_001184968,NM_001184968,-279.9,1108
NM_004827,NM_004827,-1210.8,4445
NM_023936,NM_023936,-436.3,1020
NM_020630,NM_020630,-1700.9,4174
NM_016449,NM_016449,-434.8,1336
NM_001001392,NM_001001392,-1185.9,3985
NM_033249,NM_033249,-898.5,2110
NM_001278661,NM_001278661,-926.5,4262
NM_197961,NM_197961,-1103.77,4079
NM_194279,NM_194279,-364.9,1088
NM_015604,NM_015604,-848.3,2568
NM_001957,NM_001957,-1144.2,4168
NM_001272007,NM_001272007,-321.1,972
NM_001164410,NM_001164410,-441.1,1115
NM_001697,NM_001697,-237.9,815
NM_001142352,NM_001142352,-639.9,1656
NM_001258299,NM_001258299,-673.4,2400
NM_022110,NM_022110,-515.6,1357
NM_017612,NM_017612,-1478.6,4260
NM_016203,NM_016203,-1036.6,3423
NM_001143678,NM_001143678,-814.6,2638
NM_024429,NM_024429,-618.6,2248
NM_005627,NM_005627,-714.4,2414
NM_001143676,NM_001143676,-984.7,3208
NM_001304527,NM_001304527,-803.2,2758
NM_000967,NM_000967,-481.6,1348
NM_001256442,NM_001256442,-1143.4,2768
NM_001291543,NM_001291543,-221.7,820
NM_001256443,NM_001256443,-1303.4,3195
NM_006839,NM_006839,-929.8,3018
NM_001100170,NM_001100170,-922.8,2985
NM_016263,NM_016263,-1641.3,3615
NM_001256264,NM_001256264,-1651.1,4208
NM_001297764,NM_001297764,-821.9,2180
NM_001303416,NM_001303416,-969.1,2865
NM_001184939,NM_001184939,-1134.3,4385
NM_153676,NM_153676,-1185.5,3246
NM_001256265,NM_001256265,-1690.8,4222
NM_001130867,NM_001130867,-731.7,1753
NM_005709,NM_005709,-845.4,2237
NM_016434,NM_016434,-2180.6,4970
NM_021232,NM_021232,-753.4,1677
NM_001303418,NM_001303418,-1004.4,2947
NM_001184938,NM_001184938,-1277.3,4675
NM_000400,NM_000400,-1023.2,2568
NM_001026383,NM_001026383,-503.1,1970
NM_014020,NM_014020,-520.4,1444
NM_002018,NM_002018,-1744.2,4387
NM_194318,NM_194318,-1164.9,4221
NM_138701,NM_138701,-307.9,953
NM_023078,NM_023078,-1270.3,2678
NM_016138,NM_016138,-800.8,2667
NM_001190983,NM_001190983,-774.8,2616
NM_001958,NM_001958,-854.3,2022
NM_001242848,NM_001242848,-635.3,2291
NM_012396,NM_012396,-1168.5,2734
NM_001309474,NM_001309474,-562.9,1698
NM_001308632,NM_001308632,-1587.2,3473
NM_001309443,NM_001309443,-1105.7,3601
NM_003118,NM_003118,-1108.2,3604
NM_014344,NM_014344,-1287.7,2701
NM_032492,NM_032492,-548.04,1660
NM_145204,NM_145204,-414.34,1569
NM_001282657,NM_001282657,-773.1,2870
NM_001282656,NM_001282656,-805.9,2960
NM_003442,NM_003442,-804.8,2955
NM_001238,NM_001238,-689.2,2021
NM_001098511,NM_001098511,-1102.6,4172
NM_001278182,NM_001278182,-1338.4,3674
NM_002079,NM_002079,-685.3,2140
NM_001039958,NM_001039958,-734.3,1614
NM_001145549,NM_001145549,-1051.9,3195
NM_005360,NM_005360,-1168.5,2656
NM_001256164,NM_001256164,-1067.4,4376
NM_001256165,NM_001256165,-1195.9,4678
NM_002143,NM_002143,-542,1440
NM_019026,NM_019026,-1111.09,4478
NM_001080514,NM_001080514,-483.6,1027
NM_030810,NM_030810,-1086,3231
NM_181714,NM_181714,-1173.7,4729
NM_001291420,NM_001291420,-1142.9,4243
NM_001122769,NM_001122769,-1105.3,4574
NM_001142301,NM_001142301,-1274.1,4675
NM_005113,NM_005113,-836,2982
NM_001270641,NM_001270641,-423.8,891
NM_153704,NM_153704,-1249.3,4744
NM_001199818,NM_001199818,-1313.2,3940
NM_152505,NM_152505,-533.5,2364
NM_198181,NM_198181,-1189.5,4375
NM_138334,NM_138334,-421.8,863
NM_001270640,NM_001270640,-494.1,1014
NM_004486,NM_004486,-1644.9,4304
NM_003666,NM_003666,-639.7,2344
NM_001270639,NM_001270639,-496.9,1017
NM_001172557,NM_001172557,-1550.6,3819
NM_153234,NM_153234,-989.5,3979
NM_001135732,NM_001135732,-996.3,2399
NM_153713,NM_153713,-1261,3992
NM_001270686,NM_001270686,-421.9,860
NM_005488,NM_005488,-995.7,2396
NM_018671,NM_018671,-1539.8,3585
NM_001205028,NM_001205028,-758.3,2888
NM_012118,NM_012118,-686.7,1984
NM_022092,NM_022092,-1471.7,3096
NM_001039675,NM_001039675,-1720.7,4035
NM_017440,NM_017440,-792.6,2976
NM_001279352,NM_001279352,-1233,2850
NM_001304829,NM_001304829,-882.8,3969
NM_194292,NM_194292,-902.3,4049
NM_007373,NM_007373,-985.2,3962
NM_020128,NM_020128,-635.5,2301
NM_005148,NM_005148,-584.8,1398
NM_001080533,NM_001080533,-1627.2,4413
NM_001077527,NM_001077527,-1480.5,3591
NM_133369,NM_133369,-1689.9,3749
NM_025147,NM_025147,-537.1,1989
NM_001269039,NM_001269039,-908.3,3711
NM_145178,NM_145178,-568.8,1534
NM_173561,NM_173561,-1289.7,3128
NM_001039690,NM_001039690,-1155.9,2934
NM_016592,NM_016592,-901.1,2603
NM_001309883,NM_001309883,-1276.3,3180
NM_001287005,NM_001287005,-495.1,1337
NM_002439,NM_002439,-1216.12,4472
NM_001172220,NM_001172220,-1084.6,3084
NM_001195630,NM_001195630,-393.3,1148
NM_001270975,NM_001270975,-1260.7,4039
NM_001271634,NM_001271634,-1189.2,3530
NM_001271635,NM_001271635,-444.6,1444
NM_080911,NM_080911,-714.1,2070
NM_001195626,NM_001195626,-1323.5,4864
NM_014761,NM_014761,-1258.7,4035
NM_001135746,NM_001135746,-857.7,2202
NM_000754,NM_000754,-937.1,2304
NM_133341,NM_133341,-630.1,2593
NM_133340,NM_133340,-663.8,2667
NM_001282150,NM_001282150,-337.6,1296
NM_001256552,NM_001256552,-809.4,1820
NM_001172219,NM_001172219,-1103.2,3155
NM_001043353,NM_001043353,-1371.7,4539
NM_001136566,NM_001136566,-446.3,1808
NM_001043352,NM_001043352,-1366.8,4539
NM_001172221,NM_001172221,-1137.1,3245
NM_002873,NM_002873,-772.7,3164
NM_001276273,NM_001276273,-501.8,1706
NM_001135748,NM_001135748,-780.3,2016
NM_018206,NM_018206,-887.11,3298
NM_016226,NM_016226,-278.7,1141
NM_199076,NM_199076,-1520.7,4148
NM_005934,NM_005934,-1995.1,4530
NM_001195627,NM_001195627,-440,1254
NM_001301226,NM_001301226,-442.4,1182
NM_012236,NM_012236,-1138.6,3293
NM_145043,NM_145043,-1104.2,2746
NM_024608,NM_024608,-802.4,1896
NM_006744,NM_006744,-319.6,941
NM_001135747,NM_001135747,-791.6,2062
NM_001270978,NM_001270978,-1126.9,3667
NM_001031694,NM_001031694,-1156.8,3358
NM_001286535,NM_001286535,-786.8,2838
NM_133342,NM_133342,-792.6,3054
NM_001243224,NM_001243224,-796.1,1992
NM_133338,NM_133338,-782.1,3076
NM_004584,NM_004584,-870.6,2128
NM_003211,NM_003211,-889,3251
NM_199077,NM_199077,-869.49,2076
NM_001135161,NM_001135161,-895.3,2262
NM_005444,NM_005444,-1146.9,3434
NM_001276270,NM_001276270,-726.9,2642
NM_018248,NM_018248,-670.6,2402
NM_000682,NM_000682,-1454.2,3371
NM_001278189,NM_001278189,-976.3,3291
NM_001282151,NM_001282151,-208.1,905
NM_148959,NM_148959,-410.8,1026
NM_017649,NM_017649,-1540,4214
NM_001135162,NM_001135162,-905,2279
NM_001286533,NM_001286533,-834.4,2987
NM_001278622,NM_001278622,-775,3067
NM_006265,NM_006265,-1019.3,3773
NM_001172218,NM_001172218,-1160.7,3364
NM_003362,NM_003362,-765.7,2166
NM_133344,NM_133344,-739.1,2827
NM_001043351,NM_001043351,-966.8,3212
NM_003925,NM_003925,-733.2,2660
NM_001278188,NM_001278188,-901.3,3078
NM_006978,NM_006978,-457.2,1312
NM_001270977,NM_001270977,-1242.8,3946
NM_002853,NM_002853,-1497.8,4683
NM_001278191,NM_001278191,-880.7,3058
NM_001276272,NM_001276272,-721.3,2607
NM_001301227,NM_001301227,-509.5,1327
NM_001270976,NM_001270976,-1286.9,4154
NM_016068,NM_016068,-309.6,785
NM_015949,NM_015949,-911.5,2106
NM_144981,NM_144981,-225.7,821
NM_006107,NM_006107,-510.8,2020
NM_016424,NM_016424,-900,3525
NM_001039650,NM_001039650,-409.8,1535
NM_001142684,NM_001142684,-850.7,3268
NM_138775,NM_138775,-1109.9,4085
NM_001145169,NM_001145169,-1630.2,4411
NM_001146334,NM_001146334,-2069,4778
NM_001303626,NM_001303626,-792.3,2159
NM_022372,NM_022372,-824.8,1931
NM_001258038,NM_001258038,-756.2,2626
NM_198867,NM_198867,-391.4,956
NM_032787,NM_032787,-834.4,3157
NM_001256252,NM_001256252,-1002.5,3104
NM_001199175,NM_001199175,-820.8,1928
NM_001083909,NM_001083909,-1751.6,4199
NM_152513,NM_152513,-1506.4,4006
NM_001127496,NM_001127496,-1719.9,4941
NM_022370,NM_022370,-2062.1,4554
NM_001243564,NM_001243564,-1142.9,3238
NM_139178,NM_139178,-529.2,1585
NM_205861,NM_205861,-1183.6,3340
NM_001301010,NM_001301010,-1097,4056
NM_144703,NM_144703,-975.9,2618
NM_006013,NM_006013,-938.4,2500
NM_032878,NM_032878,-411.7,980
NM_001297701,NM_001297701,-446.7,1078
NM_001243565,NM_001243565,-1135.2,3223
NM_138395,NM_138395,-1046.9,3102
NM_032117,NM_032117,-233.1,945
NM_001256577,NM_001256577,-862.2,2337
NM_138459,NM_138459,-1293.3,4811
NM_001307952,NM_001307952,-906.1,2122
NM_001199174,NM_001199174,-766,1740
NM_144618,NM_144618,-577.8,1953
NM_001303624,NM_001303624,-834.4,2295
NM_001258039,NM_001258039,-663.9,2370
NM_032306,NM_032306,-583.6,1331
NM_001253861,NM_001253861,-211.6,830
NM_178232,NM_178232,-855.6,1983
NM_012240,NM_012240,-415.7,1213
NM_001256580,NM_001256580,-897.3,2392
NM_001303625,NM_001303625,-940.2,2504
NM_001199173,NM_001199173,-818.6,1901
NM_021220,NM_021220,-616.3,1567
NM_001146698,NM_001146698,-1329.4,3655
NM_001292048,NM_001292048,-687.2,2506
NM_002973,NM_002973,-1430.3,4712
NM_001258326,NM_001258326,-1778.3,4141
NM_001146699,NM_001146699,-1651.9,4496
NM_001114403,NM_001114403,-540.6,1360
NM_001258325,NM_001258325,-1802.5,4226
NM_001258327,NM_001258327,-1772.1,4109
NM_004162,NM_004162,-699.1,2548
NM_016196,NM_016196,-1582.1,4217
NM_001007467,NM_001007467,-1849.8,4391
NM_001308398,NM_001308398,-689.7,2289
NM_001308049,NM_001308049,-1244.3,4687
NM_024864,NM_024864,-863.3,1851
NM_003900,NM_003900,-1184,2923
NM_006890,NM_006890,-643.5,2399
NM_001291485,NM_001291485,-641.4,2379
NM_001113402,NM_001113402,-530,2124
NM_001276380,NM_001276380,-671.59,3205
NM_022362,NM_022362,-1416.4,3703
NM_001286430,NM_001286430,-521.3,2022
NM_001284301,NM_001284301,-1181.6,4693
NM_001159736,NM_001159736,-610.9,1814
NM_032725,NM_032725,-734.5,2216
NM_017921,NM_017921,-1746.3,4440
NM_001039589,NM_001039589,-708.1,1829
NM_016565,NM_016565,-258.7,833
NM_001204090,NM_001204090,-410.9,1652
NM_138792,NM_138792,-552.9,2202
NM_001278412,NM_001278412,-594.5,2333
NM_032377,NM_032377,-389.5,1029
NM_001139499,NM_001139499,-589.8,2451
NM_001289405,NM_001289405,-1360.5,3585
NM_001384,NM_001384,-1017.5,2513
NM_016468,NM_016468,-428.6,1724
NM_032314,NM_032314,-493.8,1530
NM_001289404,NM_001289404,-1393.8,3639
NM_017748,NM_017748,-957.6,3112
NM_001278411,NM_001278411,-518.2,2104
NM_181581,NM_181581,-603,2280
NM_001017975,NM_001017975,-1176.2,4935
NM_020175,NM_020175,-954.3,2127
NM_015622,NM_015622,-528.9,1834
NM_001289403,NM_001289403,-1362.3,3574
NM_018685,NM_018685,-1204.1,4804
NM_001270419,NM_001270419,-519.7,2130
NM_178507,NM_178507,-856.2,1957
NM_015658,NM_015658,-1199.7,2817
NM_007080,NM_007080,-210.4,789
NM_022156,NM_022156,-849,1904
NM_001258393,NM_001258393,-1182.9,3099
NM_001282724,NM_001282724,-1045.3,3602
NM_001283148,NM_001283148,-868.5,2215
NM_001282722,NM_001282722,-1047.4,3663
NM_152906,NM_152906,-941.7,2329
NM_206808,NM_206808,-407.3,1401
NM_001282719,NM_001282719,-1103.8,3837
NM_173090,NM_173090,-402.4,1309
NM_001282723,NM_001282723,-1083.9,3728
NM_001282721,NM_001282721,-1094,3807
NM_014062,NM_014062,-622.6,1775
NM_001283179,NM_001283179,-842.4,2158
NM_001243247,NM_001243247,-1126.7,2875
NM_006545,NM_006545,-600.8,1672
NM_021925,NM_021925,-1138,3963
NM_031208,NM_031208,-554.2,1684
NM_001291527,NM_001291527,-346.8,1245
NM_024562,NM_024562,-1645.2,4834
NM_001142398,NM_001142398,-535.9,1636
NM_001258392,NM_001258392,-1211.4,3186
NM_138417,NM_138417,-639.9,1712
NM_001077350,NM_001077350,-1078.1,2738
NM_001283186,NM_001283186,-809.6,2031
NM_001145316,NM_001145316,-761,2441
NM_000070,NM_000070,-1101.5,3316
NM_001283154,NM_001283154,-939.2,2327
NM_023008,NM_023008,-1117.7,3023
NM_001282720,NM_001282720,-1095.5,3819
NM_001145318,NM_001145318,-659.3,2200
NM_020701,NM_020701,-1556.3,3778
NM_024078,NM_024078,-713.9,1706
NM_016458,NM_016458,-1175.3,2549
NM_032509,NM_032509,-917.1,3590
NM_030813,NM_030813,-1253,3276
NM_001283199,NM_001283199,-852.8,2104
NM_001283215,NM_001283215,-849.6,2198
NM_001145315,NM_001145315,-675.2,2249
NM_001283129,NM_001283129,-966.6,2457
NM_001199469,NM_001199469,-1590.9,3844
NM_001283235,NM_001283235,-831.1,2102
NM_015958,NM_015958,-512.8,1810
NM_001077395,NM_001077395,-513.8,1807
NM_000196,NM_000196,-776.2,1939
NM_001283116,NM_001283116,-871,2217
NM_018983,NM_018983,-402.8,1280
NM_003009,NM_003009,-352.8,893
NM_203341,NM_203341,-470,1801
NM_031454,NM_031454,-1128.9,2327
NM_001093726,NM_001093726,-589.4,2252
NM_001173513,NM_001173513,-958.9,2811
NM_006440,NM_006440,-959.1,2127
NM_021237,NM_021237,-266.2,832
NM_000581,NM_000581,-379.5,921
NM_201397,NM_201397,-503.9,1200
NM_005410,NM_005410,-552.4,2164
NM_020451,NM_020451,-1709.4,4357
NM_016332,NM_016332,-564.7,1386
NM_014519,NM_014519,-720.7,2125
NM_003019,NM_003019,-526.8,1299
NM_021077,NM_021077,-478.8,1046
NM_205858,NM_205858,-477.7,1041
NM_153460,NM_153460,-1116.6,2452
NM_015918,NM_015918,-248.4,801
NM_031292,NM_031292,-942.2,3985
NM_001256826,NM_001256826,-697.7,2106
NM_153461,NM_153461,-1193.2,2641
NM_001002913,NM_001002913,-375.9,832
NM_001145861,NM_001145861,-1510.8,4701
NM_198202,NM_198202,-218.9,660
NM_001203265,NM_001203265,-1079.3,2356
NM_001145860,NM_001145860,-1538.7,4761
NM_006627,NM_006627,-924.1,2612
NM_001195610,NM_001195610,-1248.12,4623
NM_001134693,NM_001134693,-155,509
NM_001203263,NM_001203263,-1097.7,2413
NM_016356,NM_016356,-1285.92,4716
NM_001098614,NM_001098614,-936,3970
NM_030973,NM_030973,-1055,2361
NM_032732,NM_032732,-1094,2407
NM_001164811,NM_001164811,-381.7,1174
NM_139283,NM_139283,-1174.1,3748
NM_019088,NM_019088,-783.9,2320
NM_018325,NM_018325,-854.4,3261
NM_005837,NM_005837,-376.2,949
NM_001203264,NM_001203264,-1086,2362
NM_020143,NM_020143,-607.7,1994
NM_145005,NM_145005,-459.6,1957
NM_001279349,NM_001279349,-773.3,1917
NM_001279351,NM_001279351,-824.7,2116
NM_001279350,NM_001279350,-906.8,2255
NM_020385,NM_020385,-963.2,2433
NM_001128144,NM_001128144,-814.7,3052
NM_000535,NM_000535,-838.6,2851
NM_001128143,NM_001128143,-875.9,3421
NM_001289408,NM_001289408,-884.8,3430
NM_020695,NM_020695,-2124.3,4581
NM_001013672,NM_001013672,-672.1,1839
NM_000534,NM_000534,-913.2,3538
NM_001310462,NM_001310462,-265.2,733
NM_001080480,NM_001080480,-1393.2,4334
NM_001244713,NM_001244713,-1031.1,3852
NM_001244724,NM_001244724,-1032.7,3842
NM_000378,NM_000378,-1045.5,2977
NM_016077,NM_016077,-271.2,907
NM_170708,NM_170708,-1351.8,3149
NM_000194,NM_000194,-375.4,1435
NM_002434,NM_002434,-570.3,1289
NM_001297420,NM_001297420,-250.8,712
NM_001015052,NM_001015052,-489.9,1096
NM_001151,NM_001151,-1425.9,4420
NM_014026,NM_014026,-568.7,1501
NM_005572,NM_005572,-890.8,2077
NM_001270362,NM_001270362,-690,1818
NM_134424,NM_134424,-959.24,3051
NM_001025300,NM_001025300,-689.6,2138
NM_001282625,NM_001282625,-1090.3,2501
NM_170707,NM_170707,-1393.6,3239
NM_017999,NM_017999,-1494.7,3571
NM_024424,NM_024424,-1071.84,3028
NM_001297419,NM_001297419,-988.24,3163
NM_001198552,NM_001198552,-770.7,2438
NM_001297422,NM_001297422,-459.2,1194
NM_032272,NM_032272,-774.5,1828
NM_024426,NM_024426,-1069.74,3037
NM_001636,NM_001636,-582.6,1502
NM_005053,NM_005053,-692.8,1821
NM_002874,NM_002874,-1207.6,4167
NM_001098831,NM_001098831,-776.2,2352
NM_178832,NM_178832,-848.6,2441
NM_018140,NM_018140,-915.1,2427
NM_032331,NM_032331,-408.8,1027
NM_001258371,NM_001258371,-1207.9,3100
NM_001144881,NM_001144881,-1337.8,4254
NM_006150,NM_006150,-1109.9,2837
NM_013397,NM_013397,-689.9,1646
NM_153026,NM_153026,-1335.7,4321
NM_001307979,NM_001307979,-1063.1,2760
NM_001144882,NM_001144882,-1315.5,4253
NM_001135920,NM_001135920,-1206.9,3831
NM_025065,NM_025065,-501.3,1975
NM_001307941,NM_001307941,-245.6,782
NM_022762,NM_022762,-809.3,1984
NM_001080496,NM_001080496,-648.2,1717
NM_001261439,NM_001261439,-634.5,1613
NM_001287421,NM_001287421,-620.5,2336
NM_001258206,NM_001258206,-1099.4,2878
NM_001986,NM_001986,-931.1,2298
NM_198097,NM_198097,-536.9,1854
NM_000909,NM_000909,-709.4,2974
NM_001111039,NM_001111039,-837.3,2847
NM_005428,NM_005428,-1117.5,2944
NM_033280,NM_033280,-258.7,840
NM_015179,NM_015179,-1785.8,4449
NM_018427,NM_018427,-1085.1,3796
NM_024052,NM_024052,-1416.9,4232
NM_033382,NM_033382,-663.3,1845
NM_033127,NM_033127,-1495.4,4024
NM_001466,NM_001466,-1510.5,3834
NM_181093,NM_181093,-941.4,3090
NM_001289111,NM_001289111,-996.7,3666
NM_001271918,NM_001271918,-484.2,1560
NM_134268,NM_134268,-915.8,2166
NM_001271922,NM_001271922,-440.8,1366
NM_001079675,NM_001079675,-1041.4,2469
NM_001039573,NM_001039573,-973.5,3032
NM_001301064,NM_001301064,-1066.3,3706
NM_001282405,NM_001282405,-529.9,1830
NM_032387,NM_032387,-1650.8,4194
NM_014300,NM_014300,-453.3,1424
NM_001300950,NM_001300950,-368.6,1347
NM_006530,NM_006530,-405,1509
NM_001271921,NM_001271921,-411.1,1274
NM_003332,NM_003332,-210.7,608
NM_001161368,NM_001161368,-835.5,2158
NM_012429,NM_012429,-1615.6,4304
NM_020423,NM_020423,-904.8,2928
